pira,nettfa,p401k,e401k,inc,incsq,marr,male,age,agesq,fsize
0,-6.569,0,0,14.484,209.7863,1,0,25,625,4
0,0,0,0,11.202,125.4848,0,1,41,1681,2
0,1.444,0,0,27.162,737.7743,1,1,31,961,2
0,-2.047,0,0,29.838,890.3062,1,0,38,1444,4
0,0.1,0,0,14.79,218.7441,0,1,25,625,1
0,0.25,0,0,35.742,1277.491,1,0,56,3136,3
0,-3.7,0,0,60,3600,1,0,49,2401,5
0,8.043,0,0,54.981,3022.91,1,0,50,2500,2
0,-0.2,0,0,19.263,371.0632,0,0,39,1521,3
0,137.4,1,1,75.12,5643.015,1,0,50,2500,4
1,6.6,1,1,55.473,3077.254,1,1,43,1849,3
0,70.15,1,1,54.585,2979.522,0,1,43,1849,2
1,6,0,0,83.886,7036.861,1,0,43,1849,5
1,398.241,0,1,153.018,23414.51,1,0,35,1225,2
1,25.13,0,1,49.92,2492.006,1,0,35,1225,2
1,44.762,0,1,38.256,1463.522,1,0,47,2209,2
0,-0.57,0,0,17.781,316.164,1,0,38,1444,4
1,9.5,0,1,32.109,1030.988,0,1,29,841,1
0,4.787,0,0,41.49,1721.42,1,0,49,2401,2
0,4.2,1,1,38.412,1475.482,1,0,61,3721,4
0,-5,0,0,27.48,755.1504,1,0,25,625,3
0,1.62,1,1,26.214,687.1738,1,0,43,1849,4
0,-4.05,0,0,35.475,1258.475,0,0,40,1600,3
0,-0.93,0,0,12.6,158.76,0,0,31,961,3
0,2.573,0,0,22.83,521.2089,0,1,26,676,1
0,-24.5,0,0,23.208,538.6113,1,0,55,3025,3
0,-1.5,0,0,60.699,3684.369,1,0,40,1600,3
0,0,0,0,12.828,164.5576,0,0,32,1024,5
0,2.15,0,0,14.877,221.3251,1,0,28,784,2
1,35.3,1,1,105.156,11057.78,1,0,43,1849,3
1,60.4,0,0,31.254,976.8125,0,1,64,4096,4
1,65.95,1,1,51.897,2693.299,1,0,50,2500,2
1,41.26,0,1,79.29,6286.904,1,0,57,3249,4
0,-0.504,1,1,28.056,787.1391,0,0,38,1444,1
1,135.196,1,1,158.721,25192.35,1,0,44,1936,3
0,0,0,0,11.25,126.5625,1,1,45,2025,1
0,11.9,0,0,56.598,3203.333,1,0,55,3025,4
1,0.881,1,1,29.655,879.4191,0,0,26,676,2
0,0.027,0,0,18.678,348.8677,1,0,63,3969,3
0,-14.351,1,1,57.603,3318.106,1,0,35,1225,2
0,-9.25,1,1,19.833,393.3479,0,1,39,1521,1
1,19.099,0,0,39.18,1535.072,0,1,56,3136,2
0,-5.6,0,1,55.986,3134.432,1,0,45,2025,6
1,37.173,0,0,37.971,1441.797,1,0,51,2601,2
0,5.099,0,0,21.078,444.282,1,1,37,1369,1
0,0.5,0,0,25.35,642.6225,0,0,46,2116,1
0,0.1,0,0,40.572,1646.087,0,1,35,1225,1
0,0.1,0,0,21.09,444.7881,1,0,52,2704,4
0,1.216,1,1,13.248,175.5095,0,1,43,1849,1
1,29.55,0,0,45.012,2026.08,0,0,41,1681,1
0,18.8,0,0,50.55,2555.302,0,0,43,1849,1
0,16.1,1,1,41.538,1725.405,1,0,53,2809,3
0,-3.3,0,0,37.569,1411.43,1,0,57,3249,4
0,0.005,0,0,28.356,804.0628,1,0,31,961,5
0,15.597,1,1,51.048,2605.898,1,0,38,1444,3
0,14.4,1,1,50.628,2563.194,0,1,35,1225,1
1,115.402,1,1,46.998,2208.812,1,0,52,2704,2
0,1.7,0,0,33.672,1133.804,0,0,26,676,1
0,-1.26,0,0,17.007,289.238,1,1,34,1156,4
0,12.55,1,1,27.291,744.7987,0,1,44,1936,1
0,-1.35,1,1,30.198,911.9192,0,1,31,961,1
0,1.599,0,0,12.336,152.1769,0,0,47,2209,2
0,2.1,0,0,36.21,1311.164,1,0,47,2209,3
0,-16.725,0,0,37.416,1399.957,1,0,48,2304,3
1,195,0,0,55.446,3074.259,1,0,61,3721,3
0,14.35,1,1,15.3,234.09,0,0,43,1849,3
0,0.054,0,0,12.243,149.8911,0,1,29,841,1
0,2,0,0,46.08,2123.366,1,0,30,900,4
0,1.569,0,0,14.382,206.8419,0,0,39,1521,3
0,-3.5,0,1,49.515,2451.735,0,1,34,1156,2
0,1.205,0,0,25.122,631.1149,1,0,30,900,4
0,-5.49,0,0,30,900,0,0,42,1764,3
1,30.523,0,0,36.429,1327.072,1,0,63,3969,2
1,38.399,1,1,48.471,2349.438,0,0,43,1849,4
0,0.8,0,0,48.651,2366.92,0,0,38,1444,2
1,40.9,0,0,70.755,5006.27,1,1,45,2025,2
1,78.559,1,1,62.766,3939.571,1,0,58,3364,2
1,191.8,1,1,51.84,2687.385,0,1,46,2116,2
0,-2.602,0,0,52.602,2766.97,1,0,32,1024,4
0,0.8,0,0,25.314,640.7986,0,1,32,1024,1
0,73.15,1,1,62.43,3897.505,1,0,48,2304,6
0,-3.45,0,0,14.559,211.9645,1,0,36,1296,3
1,104.766,0,0,45.432,2064.067,1,0,62,3844,3
0,-1,0,0,15.3,234.09,0,1,27,729,1
0,-0.601,0,0,22.41,502.2081,0,0,46,2116,3
0,1.8,0,0,24.426,596.6295,0,0,45,2025,1
0,1.299,0,0,24.09,580.3281,0,0,43,1849,1
1,5.9,0,0,27.906,778.7449,1,0,31,961,3
0,100.099,0,0,30.84,951.1056,1,0,57,3249,2
1,18.46,0,0,49.431,2443.424,1,0,46,2116,4
1,71.438,1,1,100.026,10005.2,1,0,57,3249,4
0,14.699,1,1,28.95,838.1025,1,0,26,676,3
0,-0.42,0,0,14.994,224.8201,1,0,63,3969,2
0,1.821,1,1,43.536,1895.383,1,0,44,1936,4
1,12,0,0,13.704,187.7996,1,0,35,1225,6
1,136,0,0,76.23,5811.013,0,0,57,3249,1
0,-2.15,0,0,24.939,621.9537,0,1,50,2500,6
0,-9.09,0,0,31.974,1022.337,0,0,50,2500,4
1,109.1,0,0,23.973,574.7047,0,0,35,1225,1
0,0.33,0,0,15.3,234.09,1,0,31,961,3
1,101.01,1,1,75.6,5715.36,1,0,46,2116,4
0,-0.3,0,0,24.3,590.49,1,1,25,625,3
0,1.45,0,1,17.31,299.6361,0,0,31,961,6
0,-2,0,0,23.004,529.184,0,1,25,625,3
0,25.599,1,1,35.916,1289.959,0,0,37,1369,1
0,-0.501,0,0,22.641,512.6149,0,0,30,900,1
1,12.309,1,1,37.77,1426.573,1,0,51,2601,7
0,0.4,0,0,24.498,600.152,1,0,41,1681,2
1,29.3,1,1,37.887,1435.425,1,0,52,2704,2
0,-3.15,0,0,23.556,554.8851,1,0,26,676,4
1,26,0,0,71.34,5089.395,1,1,35,1225,2
0,-10.002,0,0,11.667,136.1189,0,1,32,1024,1
0,-2.85,0,1,18.894,356.9832,1,0,59,3481,4
1,7.8,0,0,32.148,1033.494,1,0,56,3136,2
0,94,1,1,109.095,11901.72,1,0,44,1936,4
1,23.3,1,1,106.782,11402.4,1,0,34,1156,3
0,0.69,1,1,27.675,765.9056,1,0,49,2401,3
0,0.6,0,0,20.496,420.086,0,1,51,2601,1
0,10,1,1,15.3,234.09,0,1,43,1849,1
0,2,0,0,32.34,1045.876,1,0,55,3025,2
0,0.9,0,0,13.05,170.3025,0,0,48,2304,1
0,3,0,0,52.86,2794.18,0,1,27,729,1
0,-2.45,0,0,25.812,666.2593,1,0,36,1296,3
0,-5.9,0,1,40.8,1664.64,0,1,47,2209,1
1,79.966,0,0,20.91,437.2281,1,0,47,2209,4
0,0.3,0,0,49.98,2498,1,0,41,1681,5
0,59.498,0,0,64.203,4122.025,1,0,46,2116,5
0,48.33,1,1,35.7,1274.49,1,0,57,3249,3
0,2.6,0,0,24.06,578.8835,1,1,30,900,6
0,-0.25,0,0,41.67,1736.389,1,0,47,2209,6
0,20.269,0,0,13.44,180.6336,0,1,33,1089,4
0,2.95,0,1,46.125,2127.516,1,0,54,2916,4
0,-0.101,1,1,57.219,3274.014,1,0,38,1444,4
0,-0.52,1,1,25.08,629.0064,1,0,31,961,4
0,-2.55,0,0,27.93,780.0849,1,0,38,1444,4
0,29.25,1,1,76.974,5924.997,1,0,34,1156,5
1,71,0,0,35.334,1248.492,0,0,47,2209,1
0,-0.975,0,1,21.615,467.2082,0,0,36,1296,1
1,5.33,0,0,25.284,639.2807,0,0,27,729,1
0,-2.961,0,0,40.104,1608.331,1,0,32,1024,4
0,4,0,0,83.925,7043.406,0,1,37,1369,1
1,89,1,1,96,9216,1,0,49,2401,2
0,-3,0,1,18.168,330.0762,1,0,43,1849,7
0,-2.3,0,0,37.524,1408.05,1,1,31,961,7
0,-0.05,0,0,14.928,222.8452,0,0,42,1764,4
0,-11.6,0,0,25.98,674.9604,1,0,26,676,5
1,32.789,1,1,53.436,2855.406,1,0,33,1089,3
1,130.7,1,1,85.968,7390.498,1,1,47,2209,3
0,-1.6,1,1,55.743,3107.282,1,0,48,2304,4
0,-9.5,0,0,26.94,725.7636,1,0,25,625,4
0,-3.6,0,0,27.624,763.0854,0,1,30,900,1
0,-5.7,0,0,64.875,4208.766,1,0,27,729,4
0,12.7,0,0,71.316,5085.972,1,0,47,2209,3
0,-0.643,0,0,27.675,765.9056,0,0,44,1936,2
0,-0.735,0,0,17.853,318.7296,0,1,25,625,3
0,-1.235,0,0,36.51,1332.98,1,0,43,1849,7
0,0,0,0,15.558,242.0513,0,0,34,1156,1
0,0,0,0,11.451,131.1254,0,0,31,961,4
0,21.9,0,0,51.528,2655.135,1,0,63,3969,2
0,0,0,1,28.2,795.2401,1,0,33,1089,3
0,2.3,0,0,27.84,775.0656,0,1,30,900,1
0,-5.186,0,0,47.748,2279.872,1,0,49,2401,3
0,-7.2,0,0,39.525,1562.226,0,1,47,2209,3
1,321,1,1,103.041,10617.45,1,0,61,3721,2
0,1.594,0,0,57.585,3316.032,1,0,30,900,3
0,-3.751,0,1,45.027,2027.431,1,0,38,1444,5
0,-5,0,0,22.41,502.2081,0,0,43,1849,1
0,26.55,1,1,30.024,901.4406,0,1,39,1521,2
0,0.454,0,0,80.862,6538.663,1,0,46,2116,5
0,2.499,0,0,21.15,447.3225,1,0,55,3025,5
0,-6.92,0,0,20.403,416.2824,0,1,37,1369,1
0,15.614,1,1,54.183,2935.797,1,0,32,1024,2
0,31.075,1,1,36.342,1320.741,0,1,59,3481,1
0,-4.2,0,0,13.2,174.24,0,0,27,729,2
0,7.5,1,1,15.387,236.7598,0,1,40,1600,1
1,52.436,1,1,31.242,976.0626,1,0,34,1156,2
1,1.599,1,1,36.201,1310.512,1,0,31,961,5
0,0.029,1,1,17.505,306.425,1,0,30,900,3
1,16.585,0,1,74.646,5572.026,1,0,42,1764,3
1,32.1,1,1,49.596,2459.763,1,0,43,1849,3
0,-4.24,1,1,28.035,785.9612,0,0,31,961,2
0,0,0,1,44.361,1967.898,0,0,62,3844,1
0,2.84,0,0,13.5,182.25,1,0,53,2809,2
0,0.1,0,0,28.035,785.9612,1,0,41,1681,3
0,60.3,0,0,79.281,6285.477,0,1,43,1849,1
0,-8,0,0,11.46,131.3316,1,0,31,961,3
0,22.499,0,0,37.8,1428.84,0,0,53,2809,2
0,0,0,0,10.2,104.04,0,1,61,3721,1
0,0.758,0,0,11.247,126.495,0,0,64,4096,2
0,43.15,1,1,42.888,1839.381,0,1,58,3364,3
0,-0.301,0,0,21.462,460.6174,1,1,54,2916,2
0,-3.351,0,0,24.045,578.162,0,1,32,1024,1
0,7.699,0,0,23.19,537.7761,1,0,44,1936,4
0,28.649,0,0,28.875,833.7656,0,0,60,3600,3
0,4.6,1,1,58.05,3369.802,1,0,25,625,2
1,51,0,0,22.422,502.7461,1,0,63,3969,2
0,5.999,0,1,54.582,2979.195,1,0,56,3136,2
0,26.135,1,1,66.84,4467.585,1,0,32,1024,4
0,43.779,1,1,79.665,6346.512,1,0,51,2601,2
1,19.952,1,1,35.202,1239.181,1,0,60,3600,3
0,10.95,1,1,74.37,5530.897,1,0,27,729,3
1,21.7,0,0,43.68,1907.942,0,1,51,2601,1
0,-6.6,0,0,34.932,1220.245,1,0,34,1156,5
0,0.255,0,0,57.609,3318.797,1,0,38,1444,4
0,17.6,0,1,59.43,3531.925,1,0,37,1369,4
0,-6,0,1,25.647,657.7686,0,0,39,1521,1
0,-4.607,0,1,31.911,1018.312,0,1,44,1936,1
0,0.259,0,0,20.622,425.2669,0,0,62,3844,1
1,-1.691,0,0,23.154,536.1077,0,1,26,676,2
0,-7.75,0,0,37.2,1383.84,0,0,25,625,1
1,51.25,0,0,120.75,14580.56,1,0,40,1600,5
1,30.8,1,1,73.02,5331.92,1,0,27,729,2
0,5.617,1,1,54.819,3005.123,1,0,34,1156,2
0,-3.978,1,1,32.244,1039.676,0,0,29,841,1
0,-3.82,0,0,25.782,664.7115,1,0,33,1089,2
0,4.5,0,0,23.1,533.61,0,1,29,841,1
0,0.2,0,0,14.754,217.6805,0,0,63,3969,5
1,195,0,0,128.7,16563.69,1,0,44,1936,4
0,-2.218,1,1,32.43,1051.705,0,0,49,2401,1
1,100.469,1,1,37.38,1397.265,1,0,61,3721,2
1,4.256,0,0,55.377,3066.612,1,0,38,1444,4
1,42.05,0,1,76.941,5919.918,1,0,38,1444,4
0,7.465,1,1,38.712,1498.619,1,0,38,1444,4
0,2.55,0,0,77.94,6074.644,1,0,36,1296,4
0,3.02,1,1,24.63,606.6368,1,0,43,1849,2
0,-13.968,0,0,52.215,2726.406,1,0,50,2500,5
0,-5.547,0,1,20.97,439.7409,0,0,38,1444,3
0,2.499,0,0,47.07,2215.585,1,0,28,784,2
0,0.049,0,0,13.773,189.6955,0,0,52,2704,3
0,0.849,0,0,20.445,417.998,0,0,31,961,3
0,2.377,1,1,12.864,165.4825,0,0,49,2401,4
1,35.45,1,1,38.889,1512.354,0,1,28,784,1
0,0.499,0,0,11.25,126.5625,1,0,38,1444,4
0,0.999,0,0,23.265,541.2602,0,0,31,961,1
0,49.8,0,0,57.645,3322.946,0,1,43,1849,2
1,72.762,1,1,82.278,6769.669,1,0,52,2704,4
1,8.7,0,0,14.124,199.4874,0,0,53,2809,3
0,10,0,0,21.306,453.9456,1,0,26,676,3
1,145.139,1,1,86.7,7516.89,1,0,47,2209,2
1,203.2,1,1,97.845,9573.645,1,1,39,1521,2
1,109.399,0,1,99.48,9896.271,1,0,35,1225,3
0,-0.7,0,1,26.526,703.6286,0,1,37,1369,3
0,0,0,0,17.403,302.8644,0,0,45,2025,8
0,0,0,0,10.2,104.04,0,1,25,625,1
0,0.25,0,0,15.315,234.5492,0,0,42,1764,4
1,21.95,1,1,29.886,893.173,1,0,47,2209,4
0,0,0,0,14.04,197.1216,0,0,52,2704,1
0,-13,0,0,19.962,398.4814,0,0,27,729,2
0,0,0,1,14.58,212.5764,0,1,30,900,1
1,135.496,0,0,61.446,3775.611,1,0,36,1296,3
1,6.263,0,0,16.113,259.6288,1,0,35,1225,5
0,8.174,1,1,31.89,1016.972,1,0,47,2209,4
0,-0.5,0,0,21,441,1,0,53,2809,3
0,0.257,0,0,11.901,141.6338,1,0,46,2116,7
0,-0.065,0,0,11.232,126.1578,0,0,26,676,2
1,1.681,0,0,22.464,504.6313,0,1,29,841,2
0,31.25,1,1,67.056,4496.507,1,0,37,1369,3
0,0,0,0,16.86,284.2596,0,1,42,1764,1
1,19.947,0,0,38.949,1517.025,1,0,58,3364,2
0,41.297,0,1,66.405,4409.624,1,0,47,2209,4
0,1.54,0,0,10.356,107.2467,1,0,31,961,4
0,7.5,0,0,32.88,1081.094,1,0,40,1600,5
0,0.199,0,0,33.012,1089.792,0,0,35,1225,3
0,0,0,0,12.828,164.5576,0,0,43,1849,5
0,2.78,1,1,17.85,318.6225,1,0,27,729,6
0,-0.5,0,0,14.352,205.9799,0,0,55,3025,2
1,4.5,0,0,48.078,2311.494,0,0,34,1156,1
1,28.6,1,1,51.15,2616.323,0,1,38,1444,1
0,11.8,1,1,32.361,1047.234,0,0,33,1089,1
0,0,0,0,18.24,332.6976,0,0,37,1369,3
0,0,0,0,19.347,374.3064,1,0,33,1089,3
0,0.6,0,0,46.386,2151.661,1,0,34,1156,4
1,5.499,0,0,18.09,327.2481,0,0,64,4096,1
0,77.975,1,1,77.016,5931.464,1,0,47,2209,2
1,1.8,0,0,17.625,310.6406,0,0,52,2704,1
1,25.65,0,0,46.14,2128.9,1,0,33,1089,5
0,30.2,1,1,42.78,1830.128,0,1,50,2500,1
0,15,1,1,94.98,9021.201,1,0,37,1369,2
0,96.6,1,1,60.3,3636.09,1,0,47,2209,4
1,16.25,1,1,35.505,1260.605,1,0,25,625,3
0,2.5,0,1,40.545,1643.897,1,0,34,1156,3
0,-0.35,0,1,17.928,321.4132,0,0,28,784,4
0,0,0,0,13.794,190.2744,1,0,28,784,4
0,0,0,0,16.278,264.9733,0,0,25,625,3
0,-4.1,0,0,43.089,1856.662,1,0,39,1521,4
1,41.8,0,0,20.019,400.7603,1,0,54,2916,3
0,34.397,0,0,27.021,730.1345,0,0,56,3136,1
0,-2,0,0,12.9,166.41,0,0,37,1369,3
0,-0.425,0,1,19.44,377.9136,0,1,37,1369,3
0,8.799,0,1,65.097,4237.62,1,1,36,1296,4
1,6.6,0,1,37.791,1428.16,1,0,52,2704,2
0,-5.154,0,0,79.434,6309.76,1,0,41,1681,4
1,12.994,0,0,18.444,340.1812,0,0,55,3025,1
0,-2.4,0,0,30.837,950.9205,1,0,36,1296,3
0,1,0,0,15.84,250.9056,0,0,32,1024,1
0,-6.15,0,1,22.215,493.5062,0,1,53,2809,1
1,0.6,0,0,14.511,210.5691,0,0,43,1849,5
0,-4.187,1,1,40.224,1617.97,0,0,34,1156,3
0,3.75,1,1,28.08,788.4864,0,0,43,1849,4
0,2.1,0,0,21.306,453.9456,0,0,32,1024,1
0,-2.038,0,1,37.359,1395.695,1,0,61,3721,2
0,19.099,1,1,48.219,2325.072,1,0,34,1156,3
1,90.55,0,0,159.696,25502.81,1,0,39,1521,2
1,56.053,0,1,55.563,3087.247,1,0,37,1369,2
0,0.399,0,0,23.046,531.1181,0,1,43,1849,1
0,23.152,1,1,77.523,6009.816,1,0,48,2304,4
1,128.35,0,0,95.184,9059.993,1,0,45,2025,5
0,1.1,0,0,33.27,1106.893,0,1,25,625,4
1,11.3,0,0,49.866,2486.618,1,0,56,3136,3
0,28,1,1,37.377,1397.04,1,0,55,3025,3
1,37.794,0,0,36.117,1304.438,1,0,55,3025,2
1,17.285,1,1,54.252,2943.279,1,0,44,1936,4
1,551.1,0,0,76.938,5919.457,1,0,45,2025,4
0,0,0,0,17.088,291.9997,0,0,48,2304,3
0,-0.2,0,0,26.493,701.879,1,0,28,784,5
1,107.257,1,1,102.189,10442.59,1,0,44,1936,2
1,152.29,1,1,52.41,2746.808,0,1,51,2601,1
0,15.5,0,0,79.536,6325.976,1,0,40,1600,5
1,59.115,0,0,80.079,6412.646,1,0,46,2116,3
0,-2.7,0,0,45.81,2098.556,0,1,30,900,1
0,-2.4,0,0,19.8,392.04,0,0,49,2401,1
0,2.591,1,1,39.6,1568.16,1,0,28,784,2
0,0,0,1,17.28,298.5984,0,1,50,2500,4
1,20.3,1,1,48.12,2315.534,1,0,44,1936,4
0,0.727,0,0,15.54,241.4916,1,0,47,2209,2
0,-5.301,0,1,51.06,2607.124,1,0,52,2704,5
0,0.7,0,0,28.845,832.034,0,1,27,729,2
0,44.237,1,1,29.88,892.8143,0,0,62,3844,1
0,-4.635,0,1,48.312,2334.049,1,0,41,1681,4
1,28.057,0,0,36.522,1333.856,1,1,39,1521,2
0,4.272,0,0,21.168,448.0842,1,0,43,1849,2
1,14.8,0,0,37.482,1404.9,1,0,53,2809,3
0,-1.6,0,0,52.32,2737.382,1,0,26,676,2
0,0.356,0,0,31.575,996.9807,1,1,33,1089,2
0,-0.625,0,0,25.227,636.4015,1,0,57,3249,4
0,-1.8,0,0,49.428,2443.127,1,0,33,1089,4
1,95.999,0,0,77.334,5980.547,1,0,34,1156,3
0,8.42,1,1,22.992,528.6321,1,0,26,676,2
0,-47.5,0,0,63.207,3995.125,1,0,42,1764,5
0,0.25,0,0,24.714,610.7819,1,0,54,2916,3
0,-0.036,0,1,11.43,130.6449,1,0,45,2025,4
0,1.459,0,0,36.09,1302.488,1,0,34,1156,4
0,-5.4,0,0,23.166,536.6636,1,0,55,3025,3
0,2,1,1,31.722,1006.285,1,0,34,1156,3
1,30.9,0,1,22.542,508.1418,1,0,47,2209,3
0,44.098,1,1,48.468,2349.147,1,0,43,1849,6
0,2.3,0,1,29.958,897.4818,0,1,30,900,1
0,-0.997,0,1,35.676,1272.777,1,0,60,3600,4
0,1.499,1,1,28.086,788.8234,1,0,38,1444,4
1,11.6,1,1,30,900,1,0,31,961,2
0,-0.25,0,1,31.209,974.0016,1,0,43,1849,2
0,-1.002,0,0,10.164,103.3069,0,0,32,1024,5
0,-7.15,0,1,46.722,2182.945,1,0,59,3481,5
0,0.75,0,0,24.69,609.5961,0,0,28,784,1
0,-11,0,0,36.639,1342.416,1,0,30,900,4
0,-17.531,1,1,30.078,904.686,1,0,52,2704,2
0,-3.197,0,0,18.429,339.6281,0,0,37,1369,3
0,2.6,1,1,11.325,128.2556,0,0,58,3364,2
1,8.03,0,0,47.637,2269.284,0,1,48,2304,2
0,0.5,0,0,13.473,181.5217,0,0,51,2601,2
0,-8.752,0,0,59.229,3508.074,1,0,38,1444,5
1,5.98,0,0,64.956,4219.282,1,0,59,3481,3
0,-8.101,0,0,45.03,2027.701,1,0,36,1296,5
0,0,0,0,10.581,111.9576,0,0,48,2304,1
0,16.8,0,0,48.582,2360.211,1,1,61,3721,2
1,141.55,1,1,114.396,13086.45,1,0,53,2809,2
0,2.5,0,0,54.3,2948.49,0,0,27,729,1
0,-24.8,0,0,24.996,624.8,0,1,47,2209,1
0,27.209,0,0,34.794,1210.622,1,0,44,1936,2
1,60.459,1,1,41.031,1683.543,1,0,37,1369,2
0,0.067,0,0,11.262,126.8326,1,0,44,1936,4
0,13.9,1,1,60.09,3610.808,1,0,28,784,4
0,3.4,0,1,52.659,2772.97,1,0,33,1089,4
0,8.6,1,1,70.59,4982.948,1,0,34,1156,2
1,207.012,0,0,56.712,3216.251,1,0,60,3600,2
0,-8.9,0,0,28.443,809.0043,0,0,30,900,1
0,22.2,0,1,42.915,1841.697,0,1,49,2401,1
1,377.5,0,0,110.892,12297.04,1,0,54,2916,2
1,83.4,0,0,26.4,696.96,1,0,52,2704,3
0,2.7,0,0,21.387,457.4037,0,0,34,1156,1
0,21.135,0,1,74.625,5568.891,1,0,46,2116,4
1,27.5,1,1,68.79,4732.064,1,0,59,3481,5
0,46.507,1,1,44.535,1983.366,1,1,26,676,2
0,-7.25,1,1,29.739,884.4081,0,1,41,1681,1
1,-3.15,0,0,36.549,1335.829,0,0,33,1089,1
0,-0.47,1,1,27.966,782.0971,1,0,27,729,2
0,-2.8,0,0,62.808,3944.845,1,0,33,1089,3
1,34,0,0,17.4,302.76,0,1,54,2916,1
0,29.599,0,0,28.659,821.3383,0,0,51,2601,1
1,19.499,0,0,21.09,444.7881,0,0,49,2401,1
0,5,1,1,16.32,266.3424,1,0,59,3481,5
0,0.8,0,0,26.034,677.7692,1,0,62,3844,6
1,9.37,0,0,55.539,3084.581,1,0,57,3249,2
0,-5.9,0,1,77.469,6001.446,1,0,36,1296,2
0,1.948,1,1,29.019,842.1023,1,0,34,1156,5
0,-4.1,0,0,28.08,788.4864,1,0,26,676,4
0,1,0,0,21.45,460.1025,1,0,35,1225,5
0,39.966,0,0,27.621,762.9197,1,0,56,3136,2
0,-0.95,0,0,30.405,924.4641,0,0,37,1369,4
0,0,0,0,12.114,146.749,0,0,35,1225,3
0,-9.7,0,0,31.476,990.7386,1,0,29,841,2
0,148,1,1,74.196,5505.046,1,0,47,2209,4
1,87.897,0,0,79.545,6327.407,1,0,59,3481,2
0,-4.751,0,0,39.465,1557.486,1,0,32,1024,5
0,-1.894,0,1,29.523,871.6075,1,1,37,1369,4
0,-2,0,0,34.47,1188.181,1,0,55,3025,4
0,-8.9,0,0,24.54,602.2117,1,0,30,900,4
0,0.2,0,0,34.539,1192.943,1,0,44,1936,7
0,0,0,0,21.99,483.5601,1,0,26,676,5
1,271.859,1,1,78.99,6239.42,1,0,60,3600,3
0,0,0,0,10.836,117.4189,0,0,42,1764,3
0,-8,0,0,39.432,1554.883,1,0,47,2209,5
1,46.5,0,0,78.918,6228.051,1,1,48,2304,2
0,4,0,0,37.32,1392.782,1,0,63,3969,2
0,-1.2,0,0,10.2,104.04,0,0,25,625,1
0,-0.375,0,0,14.679,215.473,1,0,37,1369,4
1,58.616,1,1,29.619,877.2852,1,1,59,3481,2
0,0,0,0,17.85,318.6225,0,1,26,676,1
0,1,0,1,20.163,406.5466,0,1,38,1444,1
0,-5.875,1,1,18.216,331.8226,0,0,31,961,3
0,-0.95,0,1,75.798,5745.336,1,0,48,2304,4
0,-5.4,0,0,21.975,482.9006,0,1,40,1600,1
0,-1.37,0,0,10.71,114.7041,0,0,28,784,2
0,59.5,1,1,31.338,982.0702,0,0,62,3844,1
0,-1,0,0,14.172,200.8456,1,0,37,1369,6
0,4.025,1,1,41.55,1726.402,1,1,41,1681,5
0,2.136,0,0,22.182,492.0411,1,0,26,676,8
1,136.7,1,1,44.052,1940.578,1,0,54,2916,2
0,12,0,0,19.11,365.1921,0,0,34,1156,1
1,34.3,0,1,36.876,1359.839,1,0,36,1296,4
1,14.249,1,1,49.746,2474.664,0,1,48,2304,1
1,-0.2,0,1,47.547,2260.717,1,0,34,1156,4
0,25.347,0,0,38.085,1450.467,1,0,38,1444,4
0,72.475,0,0,43.866,1924.226,1,0,48,2304,2
0,-0.1,0,0,32.016,1025.024,1,0,26,676,3
0,-4.5,0,0,45.36,2057.53,0,0,28,784,1
0,-3.3,0,0,28.146,792.1973,1,0,31,961,5
0,-4.975,0,0,26.259,689.5351,0,1,27,729,1
0,0.575,0,0,17.31,299.6361,0,1,25,625,1
1,-10.002,0,0,49.365,2436.903,1,0,64,4096,2
0,17.2,0,0,20.31,412.4961,0,0,56,3136,2
0,-3.49,0,0,24.945,622.253,1,0,42,1764,3
0,-11.53,0,1,34.404,1183.635,1,0,43,1849,4
1,24.999,0,0,22.62,511.6644,0,0,58,3364,2
0,-0.3,0,0,10.8,116.64,0,0,55,3025,3
0,5.3,1,1,20.805,432.848,0,1,35,1225,1
0,4.799,0,1,30.558,933.7914,1,0,62,3844,4
0,6.409,0,0,25.464,648.4153,1,0,28,784,3
0,-15.55,0,0,32.241,1039.482,1,0,54,2916,5
0,2.694,0,0,58.578,3431.382,1,0,39,1521,2
0,0,0,0,17.16,294.4656,1,0,33,1089,6
1,7.32,1,1,21.726,472.0191,1,0,41,1681,4
0,0.779,0,1,29.784,887.0867,1,0,62,3844,5
0,22.6,0,0,24.642,607.2281,1,0,36,1296,4
0,56.388,0,0,14.4,207.36,1,0,48,2304,4
1,16.6,1,1,57.465,3302.226,1,0,42,1764,3
0,6.649,0,0,14.76,217.8576,0,0,61,3721,2
0,0,0,0,16.062,257.9879,0,0,33,1089,3
0,-0.15,0,0,34.101,1162.878,0,0,37,1369,1
1,51.925,0,0,57.63,3321.217,1,1,36,1296,6
0,14.299,0,1,41.565,1727.649,1,0,48,2304,2
0,-0.292,1,1,17.4,302.76,1,0,27,729,4
1,122.555,0,0,29.499,870.191,1,0,59,3481,3
0,0.9,0,0,28.62,819.1044,1,1,41,1681,4
0,-5.3,0,0,13.254,175.6685,0,1,25,625,1
0,-5.49,0,0,28.044,786.4659,1,0,40,1600,4
0,-7.817,1,1,40.446,1635.879,1,1,35,1225,3
0,3.699,0,0,70.59,4982.948,1,0,48,2304,4
0,0.004,0,0,17.172,294.8776,1,0,47,2209,7
0,28.42,0,0,14.574,212.4015,0,0,51,2601,1
