assignment,female,age,white,black,hispanic,educ,educmis,geddegree,hsdegree,english,cohabmarried,haschild,everwkd,mwearn,hhsize,hhsizemis,educmum,educmummis,educdad,educdadmis,welfarechild,welfarechildmis,health,healthmis,smoke,smokemis,alcohol,alcoholmis,everwkdy1,earnq4,earnq4mis,pworky1,pworky1mis,health12,health12mis,trainy1,trainy2,pworky2,pworky3,pworky4,earny2,earny3,earny4,health30,health48
1,0,17,0,1,0,11,0,0,0,1,0,0,0,0,5,0,11,0,12,0,4,0,1,0,0,1,0,1,1,162.99691772460938,0,25,0,3,0,1,1,92.30769348144531,59.3692512512207,67.54398345947266,287.11016845703125,185.7654571533203,234.2197723388672,1,3
0,0,17,1,0,0,10,0,0,0,1,0,0,1,0,2,0,12,0,9,0,1,0,2,0,1,0,4,0,1,304.71368408203125,0,61.53845977783203,0,2,0,1,1,50,100,100,197.3030242919922,420.3318176269531,415.18359375,3,1
0,1,17,0,1,0,9,0,0,0,1,0,1,0,0,4,0,12,0,12,0,0,1,3,0,0,1,0,1,0,0,0,0,0,2,0,1,1,0,42.30769348144531,100,0,19.095918655395508,40.19731903076172,2,2
1,1,24,0,1,0,9,0,0,0,1,1,0,0,0,3,0,11,0,11,0,1,0,2,0,1,0,2,0,0,0,0,0,0,4,0,1,0,84.615386962890625,100,100,241.18609619140625,468.920166015625,328.2192687988281,2,2
1,1,16,0,1,0,8,0,0,0,1,0,1,0,0,4,0,10,0,0,1,4,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,3.846153736114502,0,0,6.331038475036621,0,0,3,2
0,1,17,0,1,0,11,0,0,0,1,0,1,0,0,11,0,11,0,11,0,4,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,98.07691955566406,100,100,205.7388916015625,207.46043395996094,257.6822814941406,2,2
0,0,19,1,0,0,10,0,1,0,1,0,0,1,0,10,0,12,0,14,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,61.53845977783203,100,0,234.27967834472656,377.43963623046875,1,3
1,1,19,0,1,0,10,0,0,0,1,0,1,0,0,4,0,0,1,0,1,1,0,2,0,0,1,0,1,1,30.184616088867188,0,3.846153736114502,0,2,0,1,0,56.882240295410156,63.081634521484375,69.97364807128906,145.01576232910156,168.58180236816406,215.24085998535156,2,2
0,0,19,1,0,0,10,0,0,0,1,0,0,1,0,2,0,12,0,12,0,1,0,1,0,1,0,4,0,1,20.10295295715332,0,1.923076868057251,0,1,0,0,0,100,100,100,295.0193786621094,300.54608154296875,465.061279296875,1,1
0,1,18,1,0,0,12,0,0,1,1,0,0,0,0,4,0,18,0,19,0,1,0,2,0,3,0,4,0,1,54.1813850402832,0,71.15384674072266,0,1,0,1,1,15.384614944458008,7.692307472229004,19.230770111083984,23.987337112426758,11.107085227966309,57.74197006225586,2,3
1,0,20,0,1,0,11,0,1,0,1,1,0,0,0,1,0,11,0,0,1,4,0,1,0,1,0,3,0,1,136.58538818359375,0,61.53845977783203,0,2,0,0,0,100,100,100,279.22796630859375,346.0903625488281,435.2350769042969,2,1
0,0,17,1,0,0,10,0,0,0,1,0,0,0,0,4,0,12,0,12,0,1,0,1,0,0,1,0,1,1,86.59211730957031,0,17.30769157409668,0,2,0,1,1,58.422447204589844,67.79331970214844,100,193.61293029785156,230.7172393798828,285.1434020996094,2,2
1,1,22,0,1,0,9,0,0,0,1,0,1,1,0,3,0,9,0,12,0,2,0,2,0,3,0,4,0,0,0,0,0,0,2,0,1,1,0,0,67.30769348144531,0,0,73.01691436767578,2,2
1,0,22,0,1,0,8,0,0,0,1,0,1,0,0,5,0,12,0,0,1,4,0,1,0,0,1,3,0,1,226.38461303710938,0,80.76923370361328,0,2,0,1,1,98.07691955566406,100,92.30769348144531,316.0904541015625,411.0522155761719,421.62664794921875,2,1
0,0,21,1,0,0,10,0,0,0,1,0,0,0,0,2,0,12,0,12,0,1,0,2,0,1,0,2,0,1,282.52801513671875,0,100,0,2,0,0,0,100,100,98.07691955566406,294.93353271484375,424.3683166503906,556.595947265625,2,2
0,0,19,0,1,0,11,0,0,0,1,0,1,0,300,2,0,12,0,11,0,4,0,1,0,3,0,0,1,1,188.3520050048828,0,98.07691955566406,0,1,0,0,0,44.230770111083984,0,0,80.01286315917969,0,0,1,1
1,0,16,1,0,0,10,0,0,0,1,0,0,0,0,8,0,10,0,16,0,1,0,1,0,1,0,3,0,1,122.24769592285156,0,51.92307662963867,0,1,0,1,0,100,13.461538314819336,100,307.3940734863281,44.0721435546875,361.8817138671875,3,1
0,1,16,1,0,0,9,0,0,0,1,0,0,0,0,3,0,12,0,0,1,2,0,2,0,1,0,4,0,1,167.90191650390625,0,73.07691955566406,0,2,0,1,0,48.07692337036133,86.53845977783203,73.07691955566406,69.2021255493164,288.0824890136719,228.92494201660156,1,3
1,0,21,1,0,0,10,0,0,0,1,0,0,0,0,2,0,12,0,12,0,1,0,1,0,1,0,4,0,0,0,0,0,0,2,0,1,1,28.846153259277344,75,96.15384674072266,84.89423370361328,178.1467742919922,253.66566467285156,2,1
0,1,19,1,0,0,10,0,0,0,1,1,0,0,0,4,0,16,0,16,0,1,0,3,0,1,0,4,0,1,36.22153854370117,0,15.384614944458008,0,3,0,0,1,0,0,0,0,0,0,3,2
0,0,16,0,1,0,10,0,0,0,1,0,0,0,35,4,0,14,0,0,1,1,0,1,0,2,0,0,0,1,13.734000205993652,0,100,0,2,0,1,0,100,86.53845977783203,61.53845977783203,219.51614379882812,321.0445251464844,185.91036987304688,1,2
1,1,18,0,0,1,12,0,0,1,0,0,0,1,0,1,0,12,0,12,0,0,1,1,0,0,1,0,1,1,13.07070541381836,0,26.923076629638672,0,1,0,1,1,0,94.23076629638672,100,0,156.07595825195312,212.30978393554688,1,1
1,0,18,0,0,1,9,0,0,0,0,0,0,0,400,2,0,14,0,0,1,2,0,1,0,0,1,4,0,1,190.16307067871094,0,17.30769157409668,0,1,0,1,0,98.07691955566406,67.40108489990234,73.9488296508789,275.1180419921875,236.04576110839844,264.3376159667969,1,1
0,0,21,0,1,0,12,0,0,1,0,0,1,0,0,5,0,0,1,0,1,1,0,2,0,0,1,4,0,1,313.9200134277344,0,84.615386962890625,0,2,0,0,0,19.230770111083984,0,61.53845977783203,60.369232177734375,0,86.6507568359375,2,2
0,1,19,0,1,0,10,0,0,0,1,0,1,0,25,4,0,12,0,0,1,2,0,2,0,1,0,4,0,0,0,0,0,0,2,0,1,0,25,61.53845977783203,82.69230651855469,66.31559753417969,191.59756469726562,167.1223907470703,1,1
0,1,24,1,0,0,12,0,0,1,1,0,1,0,40,3,0,12,0,10,0,1,0,2,0,1,0,0,1,0,0,0,9.615385055541992,0,3,0,0,1,80.76923370361328,100,100,270.75,339.2591552734375,343.5172424316406,2,2
1,1,17,0,1,0,10,0,0,0,1,0,0,0,0,3,0,11,0,12,0,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,59.61538314819336,44.230770111083984,0,160.6824951171875,119.09540557861328,0,3,1
0,1,23,1,0,0,14,0,0,1,1,0,0,0,0,0,0,16,0,13,0,2,0,2,0,1,0,4,0,0,0,0,17.30769157409668,0,2,0,0,0,40.38461685180664,100,100,33.63447570800781,291.2334899902344,339.6956481933594,2,1
1,0,17,1,0,0,10,0,0,0,1,0,0,0,0,4,0,14,0,12,0,2,0,2,0,1,0,3,0,1,170.995849609375,0,21.153846740722656,0,3,0,1,0,100,100,100,263.9234313964844,295.5628662109375,339.6956481933594,2,2
0,1,19,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0,3,0,0,1,0,1,1,219.74400329589844,0,61.53845977783203,0,2,0,1,1,100,100,100,310.9892578125,321.40399169921875,301.9516906738281,2,2
1,1,21,0,1,0,10,0,0,0,1,0,1,0,0,2,0,12,0,0,1,1,0,1,0,0,1,4,0,1,24.524999618530273,0,63.46154022216797,0,1,0,1,0,100,90.384613037109375,38.46154022216797,53.387630462646484,113.47710418701172,83.58574676513672,3,3
1,1,22,0,1,0,12,0,0,1,1,0,1,1,0,4,0,12,0,0,1,1,0,1,0,0,1,4,0,0,0,0,0,0,1,0,1,0,0,75,42.30769348144531,0,95.881744384765625,43.44495391845703,1,1
0,1,20,0,1,0,11,0,0,0,1,0,1,0,134,1,0,13,0,0,1,1,0,1,0,1,0,0,1,0,0,0,59.066802978515625,0,1,0,0,0,65.77887725830078,38.46154022216797,0,173.12661743164062,75.8984146118164,0,1,2
1,1,18,0,1,0,12,0,0,1,0,0,0,0,0,7,0,14,0,14,0,1,0,2,0,0,1,0,1,0,0,0,0,0,3,0,1,1,17.30769157409668,65.384613037109375,100,10.296268463134766,102.15095520019531,158.52464294433594,1,1
1,0,17,1,0,0,8,0,0,0,1,0,0,0,0,4,0,12,0,12,0,2,0,2,0,1,0,4,0,0,0,0,34.61538314819336,0,2,0,1,1,13.461538314819336,73.47692108154297,77.38890838623047,25.090961456298828,280.1091003417969,320.4593811035156,3,2
1,0,16,1,0,0,7,0,0,0,1,0,0,0,0,8,0,0,1,12,0,1,0,2,0,1,0,0,1,1,242.79750061035156,0,100,0,2,0,1,0,26.923076629638672,0,0,117.97468566894531,0,0,2,3
1,0,16,0,1,0,10,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,23.076923370361328,0,1,0,1,0,0,50,34.61538314819336,0,49.9490852355957,33.48235321044922,2,1
1,0,18,0,0,0,11,0,0,0,0,0,0,0,0,7,0,12,0,12,0,2,0,2,0,0,1,4,0,0,0,0,73.07691955566406,0,2,0,1,1,34.61538314819336,96.15384674072266,96.15384674072266,98.7906265258789,346.1534423828125,430.445068359375,2,1
1,1,16,0,0,1,8,0,0,0,1,0,1,0,0,5,0,0,1,0,1,1,0,2,0,0,1,4,0,0,0,0,13.461538314819336,0,2,0,1,1,0,21.153846740722656,50,0,73.3067626953125,161.14012145996094,2,2
0,1,17,0,1,0,11,0,0,0,1,0,0,0,0,7,0,0,1,0,1,2,0,1,0,0,1,4,0,1,180.2587432861328,0,92.30769348144531,0,2,0,0,0,94.23076629638672,15.384614944458008,51.92307662963867,201.3134765625,35.18073272705078,126.25407409667969,2,3
1,1,17,0,1,0,10,0,0,0,1,0,0,0,8,5,0,0,1,0,1,4,0,1,0,0,1,0,1,0,0,0,35.2099494934082,0,3,0,1,1,48.34312438964844,94.23076629638672,100,113.01001739501953,209.2252960205078,243.20697021484375,2,2
0,1,23,0,0,0,14,0,0,1,0,1,0,0,0,1,0,12,0,18,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,1,65.77887725830078,38.46154022216797,0,173.12661743164062,26.657005310058594,0,2,2
1,1,17,0,1,0,12,0,0,1,1,0,0,0,0,4,0,16,0,16,0,1,0,2,0,1,0,3,0,1,57.72807693481445,0,36.53845977783203,0,2,0,1,1,25,96.15384674072266,61.53845977783203,42.5771598815918,119.03076934814453,81.09587860107422,2,1
1,0,19,1,0,0,8,0,0,0,1,0,0,0,0,3,0,12,0,0,1,1,0,3,0,1,0,4,0,1,158.46923828125,0,44.230770111083984,0,3,0,1,1,19.230770111083984,51.92307662963867,90.384613037109375,34.43196487426758,201.66256713867188,472.7851867675781,4,3
0,0,21,0,1,0,12,0,0,1,1,0,0,1,0,7,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,25,0,0,66.283782958984375,0,0,1,1
0,1,23,0,1,0,11,0,1,0,1,0,1,0,0,6,0,12,0,12,0,1,0,2,0,0,1,0,1,1,235.2312774658203,0,100,0,2,0,1,1,100,100,100,349.184326171875,360.9000549316406,364.88665771484375,2,2
1,0,16,1,0,0,11,0,0,0,1,0,0,0,0,3,0,11,0,12,0,1,0,2,0,1,0,3,0,1,13.205769538879395,0,21.153846740722656,0,2,0,0,0,0,53.846153259277344,40.38461685180664,0,129.28253173828125,86.96796417236328,1,1
0,0,20,0,1,0,10,0,0,0,1,1,1,0,131,7,0,0,1,0,1,4,0,2,0,2,0,2,0,1,166.59054565429688,0,23.076923370361328,0,1,0,0,1,71.89082336425781,74.762420654296875,54.786521911621094,233.8527069091797,264.28033447265625,173.90480041503906,2,1
0,1,20,0,1,0,11,0,0,0,1,0,1,0,0,5,0,0,1,0,1,0,1,2,0,0,1,0,1,1,192.2760009765625,0,46.153846740722656,0,2,0,0,0,32.69230651855469,55.769229888916016,38.46154022216797,57.24700927734375,80.12809753417969,89.8941421508789,3,2
1,1,16,0,1,0,8,0,0,0,1,0,0,0,25,10,0,0,1,0,1,4,0,4,0,0,1,0,1,1,169.78846740722656,0,28.846153259277344,0,2,0,1,0,15.384614944458008,0,71.15384674072266,33.73152542114258,0,181.2913818359375,2,2
0,1,16,0,0,1,10,0,0,0,1,0,0,0,332,5,0,12,0,12,0,2,0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,1,11.538461685180664,67.30769348144531,50.74828338623047,31.207489013671875,195.2279052734375,168.30496215820312,1,1
1,0,16,0,1,0,10,0,0,0,1,0,0,0,0,3,0,12,0,12,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2
1,1,16,0,1,0,9,0,0,0,1,0,1,0,0,5,0,9,0,0,1,3,0,2,0,0,1,3,0,1,10.75326919555664,0,75,0,2,0,0,1,0,76.92308044433594,59.61538314819336,0,175.77398681640625,167.11016845703125,1,3
0,0,17,1,0,0,10,0,0,0,1,0,0,1,0,1,0,10,0,12,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1,0,21,1,0,0,10,0,0,0,1,0,0,0,0,1,0,12,0,16,0,1,0,1,0,1,0,3,0,1,268.9449157714844,0,21.153846740722656,0,2,0,1,0,98.07691955566406,78.84615325927734,86.53845977783203,251.3446807861328,193.36553955078125,321.1434631347656,1,2
1,0,19,0,0,1,12,0,1,0,0,0,0,0,0,2,0,0,1,12,0,3,0,2,0,1,0,2,0,1,144.8861541748047,0,17.30769157409668,0,1,0,1,0,57.69230651855469,82.69230651855469,100,163.9737548828125,234.258056640625,511.83746337890625,1,2
1,1,18,0,1,0,10,0,0,0,1,0,0,0,0,4,0,12,0,12,0,2,0,2,0,1,0,2,0,0,0,0,15.384614944458008,0,1,0,1,1,0,0,69.23076629638672,0,0,213.19285583496094,2,2
0,0,16,0,0,0,10,0,0,0,1,0,0,0,0,2,0,12,0,12,0,1,0,1,0,0,1,0,1,1,206.00999450683594,0,100,0,2,0,0,0,100,59.61538314819336,50.74828338623047,242.7760772705078,144.0713348388672,168.30496215820312,2,2
1,0,21,0,1,0,13,0,0,1,1,0,0,0,0,1,0,12,0,0,1,0,1,1,0,0,1,0,1,0,0,0,7.692307472229004,0,2,0,1,0,32.69230651855469,100,100,73.01057434082031,277.9444885253906,359.8524169921875,2,2
1,1,16,0,1,0,10,0,0,0,1,0,0,0,35,5,0,12,0,0,1,4,0,3,0,2,0,0,1,0,0,0,0,0,3,0,1,0,98.07691955566406,86.53845977783203,100,218.25006103515625,200.38121032714844,226.46377563476562,2,2
1,1,16,0,1,0,8,0,0,0,1,0,0,0,0,6,0,0,1,0,1,2,0,1,0,1,0,0,0,1,348.6322937011719,0,28.846153259277344,0,2,0,1,1,100,100,100,391.33697509765625,382.3741455078125,655.03045654296875,1,1
1,1,20,0,1,0,11,0,0,0,1,1,1,0,0,4,0,0,1,0,1,1,0,1,0,0,1,0,1,1,292.3380126953125,0,94.23076629638672,0,1,0,0,0,34.61538314819336,0,0,105.42731475830078,0,0,2,2
1,0,21,1,0,0,12,0,0,0,0,0,0,0,0,1,0,12,0,0,1,4,0,2,0,0,1,0,1,0,0,0,0,0,2,0,1,1,0,0,42.30769348144531,0,0,138.94161987304688,1,2
0,0,22,0,1,0,12,0,0,1,1,0,1,0,0,2,0,12,0,12,0,1,0,1,0,4,0,4,0,1,451.260009765625,0,92.30769348144531,0,1,0,1,0,100,100,100,954.2169189453125,264.28033447265625,297.0249938964844,1,1
1,1,16,0,1,0,8,0,0,0,0,0,0,0,0,4,0,6,0,8,0,1,0,2,0,0,1,0,1,0,0,0,0,0,3,0,1,1,36.53845977783203,7.692307472229004,0,31.28032875061035,8.330313682556152,0,1,3
0,1,19,0,0,1,12,0,0,1,0,0,0,0,0,6,0,11,0,8,0,2,0,2,0,0,1,0,1,1,222.09840393066406,0,96.15384674072266,0,2,0,0,0,76.92308044433594,100,100,162.9934844970703,366.9556884765625,471.6108093261719,2,1
1,0,19,0,0,1,12,0,0,1,0,0,0,0,0,4,0,12,0,16,0,1,0,1,0,2,0,4,0,0,0,0,0,0,3,0,1,1,53.846153259277344,100,100,103.66613006591797,103.36450958251953,0,1,1
0,0,18,0,0,1,9,0,0,0,1,0,1,0,0,2,0,11,0,12,0,1,0,1,0,2,0,3,0,1,392.3999938964844,0,75,0,1,0,0,1,88.46154022216797,80.76923370361328,51.92307662963867,307.45355224609375,347.42431640625,291.75103759765625,1,1
1,0,18,1,0,0,12,0,0,1,1,0,0,0,0,4,0,14,0,14,0,2,0,1,0,4,0,4,0,1,254.74607849121094,0,30.769229888916016,0,3,0,1,1,23.076923370361328,100,100,31.1235294342041,64.9471206665039,94.777435302734375,3,3
1,1,19,0,0,0,9,0,0,0,1,1,1,0,0,4,0,11,0,8,0,4,0,2,0,1,0,3,0,0,0,0,34.61538314819336,0,2,0,0,0,7.692307472229004,21.153846740722656,9.615385055541992,12.451153755187988,42.151390075683594,24.359893798828125,3,2
0,0,20,0,1,0,10,0,0,0,1,0,0,0,0,8,0,11,0,12,0,4,0,1,0,0,1,0,1,1,269.7749938964844,0,75,0,2,0,0,0,40.38461685180664,88.46154022216797,100,103.27875518798828,264.1551818847656,302.0752258300781,1,3
0,1,22,0,1,0,12,0,0,1,1,0,0,0,0,3,0,0,1,0,1,0,1,2,0,0,1,0,1,1,235.44000244140625,0,98.07691955566406,0,2,0,0,0,86.53845977783203,84.615386962890625,100,226.98965454101562,202.52684020996094,221.34078979492188,1,2
1,0,24,1,0,0,12,0,0,1,1,0,0,0,0,3,0,12,0,12,0,1,0,2,0,4,0,0,0,0,0,0,0,0,2,0,1,1,92.30769348144531,100,100,314.4253845214844,379.7906799316406,399.4739990234375,2,2
0,0,23,1,0,0,7,0,0,0,1,0,1,0,0,1,0,12,0,0,1,1,0,1,0,1,0,0,0,1,445.22308349609375,0,100,0,3,0,1,0,42.30769348144531,32.69230651855469,65.384613037109375,141.7396697998047,35.17243576049805,250.59884643554688,1,2
1,0,18,1,0,0,12,0,0,0,1,0,0,0,0,2,0,0,1,9,0,2,0,2,0,1,0,4,0,1,33.95769119262695,0,19.230770111083984,0,2,0,1,0,40.38461685180664,86.53845977783203,100,94.50829315185547,226.41409301757812,348.145263671875,2,2
1,1,18,1,0,0,12,0,0,1,1,0,0,0,0,7,0,10,0,11,0,4,0,1,0,0,1,0,1,0,0,0,3.846153736114502,0,1,0,1,1,38.46154022216797,94.23076629638672,25,62.94015121459961,268.5916442871094,215.07540893554688,1,1
1,0,23,0,1,0,12,0,0,0,1,0,0,0,0,4,0,0,1,0,1,2,0,2,0,0,1,0,1,0,0,0,0,0,2,0,1,1,17.30769157409668,100,100,48.23251724243164,369.71136474609375,869.3365478515625,1,1
1,0,17,0,1,0,11,0,0,0,1,0,0,1,0,3,0,12,0,0,1,2,0,1,0,0,1,0,1,1,166.77000427246094,0,34.61538314819336,0,1,0,1,0,100,34.61538314819336,0,174.20571899414062,60.06156539916992,0,2,2
1,1,16,0,0,1,9,0,0,0,1,0,0,0,0,4,0,0,1,9,0,4,0,3,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,19.230770111083984,90.384613037109375,0,58.548377990722656,265.98193359375,2,1
1,0,21,1,0,0,10,0,0,0,1,0,0,0,0,1,0,12,0,12,0,1,0,2,0,1,0,0,0,1,126.77538299560547,0,11.538461685180664,0,1,0,1,0,100,88.46154022216797,86.53845977783203,359.1736755371094,341.86395263671875,239.3529052734375,2,1
1,1,18,1,0,0,11,0,0,0,1,1,0,0,8,2,0,12,0,0,1,4,0,2,0,1,0,0,1,1,167.5246124267578,0,63.46154022216797,0,2,0,1,0,13.461538314819336,98.07691955566406,100,20.14769744873047,290.46661376953125,355.92803955078125,2,2
0,0,16,0,1,0,8,0,0,0,1,0,0,0,0,6,0,12,0,13,0,2,0,1,0,1,0,2,0,1,79.234619140625,0,5.769230842590332,0,1,0,1,0,0,48.07692337036133,100,0,78.21697235107422,166.1536102294922,1,1
1,0,16,1,0,0,10,0,0,0,1,0,0,0,0,4,0,8,0,0,1,4,0,1,0,0,1,4,0,1,325.6919860839844,0,100,0,2,0,1,0,100,7.692307472229004,9.615385055541992,232.8000030517578,17.771337509155273,12.766388893127441,3,1
1,0,20,0,1,0,10,0,0,0,1,0,0,0,0,7,0,12,0,0,1,3,0,1,0,0,1,0,1,1,313.9200134277344,0,28.846153259277344,0,1,0,1,0,100,100,100,403.5989074707031,496.58721923828125,326.6363830566406,1,1
1,0,16,1,0,0,8,0,0,0,1,0,0,0,0,2,0,11,0,11,0,2,0,3,0,4,0,0,1,0,0,0,0,0,2,0,1,1,0,73.47692108154297,77.38890838623047,0,280.1091003417969,320.4593811035156,3,2
1,0,18,0,1,0,11,0,0,0,1,0,0,0,0,6,0,12,0,12,0,1,0,1,0,0,1,4,0,0,0,0,3.846153736114502,0,1,0,1,1,21.153846740722656,100,90.384613037109375,63.07485580444336,487.2730712890625,328.185546875,2,2
0,0,21,1,0,0,12,0,0,1,1,0,0,0,0,4,0,9,0,13,0,4,0,3,0,2,0,4,0,0,0,0,0,0,2,0,0,0,1.923076868057251,3.846153736114502,0,2.221417188644409,7.404723644256592,0,2,2
0,1,22,0,1,0,12,0,0,1,1,0,1,0,0,1,0,12,0,0,1,4,0,1,0,2,0,4,0,0,0,0,0,0,1,0,0,0,84.615386962890625,61.53845977783203,25,196.5030059814453,138.5810546875,55.3007698059082,3,2
1,0,16,0,1,0,9,0,0,0,1,0,0,0,60,3,0,16,0,12,0,1,0,1,0,0,1,0,1,1,62.255767822265625,0,46.153846740722656,0,1,0,0,1,54.153682708740234,59.3692512512207,0,150.09498596191406,185.7654571533203,0,1,1
0,1,18,0,1,0,10,0,0,0,1,0,1,0,0,4,0,12,0,14,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2
1,1,21,0,1,0,12,0,0,1,1,0,1,0,0,5,0,0,1,0,1,1,0,2,0,0,1,0,1,0,0,0,0,0,2,0,0,0,32.69230651855469,51.92307662963867,50,38.39349365234375,90.7728500366211,91.07604217529297,2,2
0,1,16,0,0,1,9,0,0,0,1,0,0,0,30,1,0,6,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1.923076868057251,0,2,0,1,1,100,100,100,260.8424377441406,406.41949462890625,439.52459716796875,2,1
1,1,16,0,1,0,9,0,0,0,1,0,0,0,0,3,0,0,1,0,1,4,0,3,0,1,0,2,0,1,115.4561538696289,0,17.30769157409668,0,1,0,1,1,1.923076868057251,0,26.923076629638672,3.207115411758423,0,55.68752670288086,3,1
0,0,18,1,0,0,10,0,0,0,1,0,0,0,150,4,0,0,1,12,0,1,0,2,0,1,0,0,1,0,0,0,0,0,2,0,0,1,53.846153259277344,94.23076629638672,61.53845977783203,101.59281158447266,219.60365295410156,251.0800018310547,3,1
0,0,19,1,0,0,12,0,0,1,1,0,0,1,0,3,0,12,0,12,0,1,0,2,0,0,1,4,0,0,0,0,30.769229888916016,0,1,0,0,0,100,100,100,216.0474853515625,340.38787841796875,476.1227111816406,2,3
1,1,17,0,0,1,11,0,0,0,0,0,0,0,0,4,0,9,0,9,0,1,0,1,0,0,1,0,1,1,91.233001708984375,0,50,0,1,0,1,1,100,100,100,241.4700927734375,309.01861572265625,299.9985046386719,1,1
1,1,23,0,0,0,12,0,0,1,0,0,0,0,0,4,0,0,1,0,1,3,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,46.153846740722656,100,100,106.62802124023438,211.8082733154297,188.71981811523438,1,2
1,0,20,0,0,0,12,0,0,1,0,0,0,0,0,4,0,16,0,12,0,1,0,2,0,0,1,0,1,1,50.03099822998047,0,67.30769348144531,0,2,0,1,1,17.30769157409668,44.230770111083984,100,8.659211158752441,61.2745361328125,99.0779037475586,2,2
0,0,16,0,1,0,8,0,0,0,1,0,0,0,0,1,0,0,1,14,0,0,1,1,0,0,1,0,1,1,206.76461791992188,0,34.61538314819336,0,2,0,1,1,100,100,55.769229888916016,269.8933410644531,369.1578369140625,166.72296142578125,1,4
1,1,19,0,1,0,11,0,0,0,1,0,1,0,0,5,0,11,0,12,0,4,0,1,0,0,1,0,1,0,0,0,3.846153736114502,0,2,0,1,1,32.69230651855469,25,53.846153259277344,74.1397933959961,71.550628662109375,144.7218017578125,1,2
1,1,23,0,1,0,12,0,0,0,1,0,1,1,0,2,0,12,0,12,0,1,0,1,0,1,0,4,0,1,233.09767150878906,0,13.461538314819336,0,2,0,1,0,100,100,100,361.4731140136719,359.0321044921875,363.096923828125,1,1
0,1,22,0,1,0,9,0,0,0,1,0,1,1,0,2,0,0,1,12,0,4,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,59.61538314819336,100,100,160.6824951171875,250.03707885742188,226.46377563476562,2,2
1,1,18,0,1,0,10,0,0,0,1,0,1,1,0,4,0,12,0,12,0,2,0,1,0,1,0,4,0,0,0,0,0,0,3,0,1,0,0,0,15.384614944458008,0,0,12.991943359375,2,2
1,1,17,0,0,1,9,0,0,0,1,0,0,0,0,8,0,16,0,0,1,4,0,1,0,3,0,0,1,0,0,0,0,0,1,0,1,1,53.846153259277344,55.25956726074219,61.15557098388672,130.61932373046875,150.80474853515625,171.6920623779297,2,1
1,1,16,1,0,0,8,0,0,0,1,0,0,0,200,2,0,12,0,0,1,0,1,3,0,1,0,4,0,1,188.3520050048828,0,23.076923370361328,0,3,0,1,0,53.846153259277344,38.46154022216797,59.61538314819336,99.18084716796875,75.66804504394531,126.08106231689453,2,3
1,0,18,1,0,0,9,0,0,0,1,0,0,0,0,3,0,12,0,12,0,4,0,1,0,1,0,4,0,1,201.5955047607422,0,45.995365142822266,0,1,0,1,1,100,100,100,406.7767333984375,401.4706726074219,437.4374694824219,1,2
0,0,17,0,1,0,9,0,0,0,1,0,0,0,0,6,0,12,0,12,0,1,0,1,0,1,0,2,0,0,0,0,0,0,2,0,0,0,21.153846740722656,0,0,28.01156997680664,0,0,3,3
1,0,16,1,0,0,10,0,0,0,1,0,0,0,0,6,0,0,1,11,0,4,0,1,0,4,0,4,0,0,0,0,0,0,2,0,1,1,0,0,38.46154022216797,0,0,80.21392822265625,2,2
1,0,16,0,1,0,10,0,0,0,1,0,0,0,0,4,0,0,1,0,1,1,0,1,0,0,1,0,1,1,108.66461181640625,0,15.384614944458008,0,1,0,1,1,21.153846740722656,19.230770111083984,26.923076629638672,16.78791618347168,46.982486724853516,88.65962982177734,1,2
0,1,18,0,1,0,10,0,0,0,1,0,0,0,130,6,0,0,1,0,1,0,1,2,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,36.53845977783203,0,0,82.28231048583984,1,2
1,1,19,0,0,0,12,0,0,1,0,0,0,0,0,3,0,12,0,0,1,1,0,2,0,1,0,4,0,1,309.0150146484375,0,65.384613037109375,0,1,0,1,0,98.07691955566406,84.615386962890625,100,279.67578125,167.9387664794922,324.7191467285156,2,2
0,0,21,1,0,0,11,0,1,0,1,0,0,0,0,2,0,12,0,12,0,4,0,2,0,1,0,4,0,1,229.5540008544922,0,40.38461685180664,0,1,0,0,0,48.07692337036133,11.538461685180664,0,109.94881439208984,22.880596160888672,0,2,2
