survey_year,elig_year,retired,food,c,cn
1995,1,TRUE,413.165519271589,8924.37521626633,8924.37521626633
1995,33,TRUE,387.342674317115,19935.2363048542,19935.2363048542
1995,11,TRUE,619.748278907384,24789.9311562954,24789.9311562954
1995,14,TRUE,516.456899089487,21691.1897617584,21691.1897617584
1995,-27,FALSE,154.937069726846,11103.823330424,9296.22418361076
1995,7,FALSE,619.748278907384,30987.4139453692,24789.9311562954
1995,25,TRUE,516.456899089487,20069.5150986174,19831.9449250363
1995,-5,FALSE,413.165519271589,24789.9311562954,24789.9311562954
1995,35,TRUE,258.228449544743,11155.4690203329,11155.4690203329
1995,-10,FALSE,258.228449544743,18592.4483672215,18592.4483672215
1995,10,FALSE,516.456899089487,26959.0501324712,26959.0501324712
1995,-5,FALSE,645.571123861858,29438.0432481007,29438.0432481007
1995,3,FALSE,309.874139453692,9221.85439014187,9221.85439014187
1995,-25,FALSE,464.811209180538,44208.71056206,23550.4345984806
1995,-8,FALSE,671.393968816332,21691.1897617584,21691.1897617584
1995,-30,FALSE,464.811209180538,34292.7380995419,29128.169108647
1995,47,TRUE,361.519829362641,20451.6932039437,20451.6932039437
1995,-28,FALSE,619.748278907384,36375.0923166707,34309.2647203128
1995,36,TRUE,464.811209180538,18375.5364696039,17662.8259488604
1995,27,TRUE,232.405604590269,10535.7207414255,10535.7207414255
1995,8,TRUE,361.519829362641,14873.9586937772,14873.9586937772
1995,-5,FALSE,774.68534863423,26266.9978876913,25771.1992645654
1998,-2,FALSE,671.993058819276,24614.1457544661,24191.750117494
2000,-1,FALSE,552.877439613277,21009.3427053045,21009.3427053045
2002,7,TRUE,763.38,24428.16,24428.16
2004,9,TRUE,811.6,29217.6,29217.6
1995,6,FALSE,774.68534863423,29902.8544572813,28818.2949691934
1995,8,TRUE,361.519829362641,15803.5811121383,15803.5811121383
1995,12,TRUE,516.456899089487,13376.2336864177,13789.3992056893
1995,-18,FALSE,516.456899089487,23550.4345984806,23550.4345984806
1995,-17,FALSE,413.165519271589,19145.0572492473,18628.6003501578
1995,9,TRUE,309.874139453692,16857.1531862808,16547.2790468272
1995,6,FALSE,619.748278907384,37184.896734443,21691.1897617584
1995,7,TRUE,180.75991468132,17972.7000883141,17972.7000883141
1995,11,TRUE,309.874139453692,14873.9586937772,14873.9586937772
1995,-15,FALSE,413.165519271589,20451.6932039437,17352.9518094067
1995,12,TRUE,516.456899089487,17352.9518094067,17352.9518094067
1995,-20,FALSE,619.748278907384,18840.3476787845,18840.3476787845
1995,7,FALSE,413.165519271589,32278.5561930929,30987.4139453692
1995,-22,FALSE,309.874139453692,22734.4326979192,22734.4326979192
1995,-9,FALSE,516.456899089487,23602.0802883895,22930.6863195732
1995,-15,FALSE,1032.91379817897,27062.3415122891,26029.4277141101
1995,-19,FALSE,413.165519271589,25927.3534766825,25927.3534766825
1995,-21,FALSE,516.456899089487,36590.9713004901,19212.1966461289
1995,-28,FALSE,129.114224772372,27372.2156517428,21691.1897617584
1995,-30,FALSE,103.291379817897,7488.62503679755,4648.11209180538
1995,-27,FALSE,361.519829362641,12963.0681671461,11155.4690203329
1995,-18,FALSE,413.165519271589,21270.4702305128,21270.4702305128
1995,-28,FALSE,206.582759635795,9915.97246251814,9915.97246251814
1995,-25,FALSE,774.68534863423,15033.339603098,15033.339603098
1995,11,TRUE,309.874139453692,17352.9518094067,17352.9518094067
1995,-28,FALSE,258.228449544743,8108.37331570494,8056.72762579599
1995,-30,FALSE,309.874139453692,10917.8988467517,8335.61435130431
1995,19,TRUE,0,4957.98623125907,4957.98623125907
1995,-25,FALSE,309.874139453692,14254.2104148698,14254.2104148698
1995,-27,FALSE,335.696984408166,15183.8328332309,14564.0845543235
1995,-10,FALSE,154.937069726846,6817.23106798122,6817.23106798122
1995,12,FALSE,413.165519271589,12394.9655781477,12394.9655781477
1995,-31,FALSE,464.811209180538,11362.0517799687,11155.4690203329
1995,3,FALSE,361.519829362641,14873.9586937772,14873.9586937772
1995,5,TRUE,206.582759635795,9296.22418361076,9296.22418361076
1995,4,TRUE,309.874139453692,10727.8427078868,10727.8427078868
1995,-19,FALSE,464.811209180538,13737.7535157803,13634.4621359624
1995,-27,FALSE,413.165519271589,15183.8328332309,14873.9586937772
1995,-15,FALSE,361.519829362641,7870.80314212378,7870.80314212378
1995,13,TRUE,619.748278907384,13262.613168618,13262.613168618
1995,-6,FALSE,361.519829362641,13710.481805856,8545.9128149611
1995,-2,FALSE,568.102588998435,12704.8397176014,12704.8397176014
1995,-31,FALSE,129.114224772372,29851.2087673723,11775.2172992403
1995,-22,FALSE,309.874139453692,11651.2676434588,11651.2676434588
1995,-14,FALSE,774.68534863423,49579.8623125907,22724.1035599374
1995,-31,FALSE,258.228449544743,16113.455251592,16113.455251592
1995,17,TRUE,309.874139453692,14254.2104148698,14254.2104148698
1995,24,TRUE,516.456899089487,16733.2035304994,16733.2035304994
1995,5,FALSE,568.102588998435,16991.4319800441,13634.4621359624
1995,-18,FALSE,774.68534863423,30941.9913527803,26293.8792609749
1995,25,TRUE,258.228449544743,4772.06174758686,4772.06174758686
1995,-25,FALSE,516.456899089487,13944.3362754161,13944.3362754161
1995,16,TRUE,413.165519271589,27888.6725508323,27888.6725508323
1995,4,TRUE,619.748278907384,20451.6932039437,20451.6932039437
1995,26,TRUE,619.748278907384,12963.0681671461,12704.8397176014
1995,-30,FALSE,258.228449544743,10845.5948808792,10845.5948808792
1995,-15,FALSE,774.68534863423,58359.629597112,30987.4139453692
1995,-26,FALSE,206.582759635795,12859.7767873282,10535.7207414255
1995,-5,FALSE,619.748278907384,72608.7888441523,39039.0904033357
1995,-5,TRUE,361.519829362641,19031.4367314476,17352.9518094067
1995,-18,FALSE,619.748278907384,16190.9237864554,16190.9237864554
1995,-32,FALSE,309.874139453692,12147.0662665847,12147.0662665847
1995,-25,FALSE,154.937069726846,10967.4787090643,9934.56491088536
1995,-5,FALSE,258.228449544743,7436.97934688861,7436.97934688861
1995,31,TRUE,619.748278907384,25616.2621948385,25616.2621948385
1995,-22,FALSE,516.456899089487,15493.7069726846,15493.7069726846
1995,17,TRUE,361.519829362641,11568.6345396045,11568.6345396045
1995,-22,FALSE,619.748278907384,14873.9586937772,14873.9586937772
1995,39,TRUE,671.393968816332,13014.7138570551,13014.7138570551
1995,24,TRUE,413.165519271589,12394.9655781477,12394.9655781477
1995,21,TRUE,774.68534863423,16113.455251592,16113.455251592
1995,5,TRUE,516.456899089487,16629.9121506815,16113.455251592
1995,21,TRUE,309.874139453692,7812.17691556618,7812.17691556618
1995,-1,TRUE,516.456899089487,11775.2172992403,11775.2172992403
1995,-19,FALSE,516.456899089487,10225.8466019718,10225.8466019718
1995,4,FALSE,774.68534863423,15493.7069726846,15493.7069726846
1995,6,TRUE,774.68534863423,15493.7069726846,15493.7069726846
1998,9,TRUE,383.996033611015,17135.8229998915,11519.8810083304
2000,11,TRUE,322.511839774412,12716.1811111054,12716.1811111054
2002,13,TRUE,381.69,11705.16,11705.16
2004,15,TRUE,365.22,21020.44,12660.96
1995,-14,FALSE,413.165519271589,16113.455251592,16113.455251592
1995,-29,FALSE,309.874139453692,37184.896734443,27888.6725508323
1995,-16,FALSE,516.456899089487,14873.9586937772,14873.9586937772
1995,-20,FALSE,413.165519271589,14150.9190350519,13634.4621359624
1995,-3,FALSE,258.228449544743,7746.8534863423,7746.8534863423
1995,-35,FALSE,413.165519271589,15906.8724919562,15906.8724919562
1995,-20,FALSE,774.68534863423,20451.6932039437,20451.6932039437
1998,-18,FALSE,623.993554617899,21887.7739158279,21887.7739158279
2000,-15,FALSE,691.096799516596,28565.3343800193,27643.8719806639
2002,-17,FALSE,848.2,28499.52,28499.52
2004,-11,FALSE,1217.4,37008.96,37008.96
1995,32,TRUE,774.68534863423,24789.9311562954,24789.9311562954
1998,35,TRUE,239.997521006884,16127.8334116626,16127.8334116626
2000,37,TRUE,691.096799516596,22115.0975845311,22115.0975845311
2002,39,TRUE,339.28,14249.76,14249.76
2004,26,TRUE,973.92,23292.92,23292.92
1995,17,TRUE,309.874139453692,11155.4690203329,11155.4690203329
1998,23,TRUE,191.998016805508,9503.90183187262,9503.90183187262
1995,-23,FALSE,413.165519271589,30367.6656664618,29747.9173875544
1995,-10,FALSE,413.165519271589,13014.7138570551,13014.7138570551
1995,3,TRUE,413.165519271589,8812.820526063,8812.820526063
1995,2,TRUE,464.811209180538,11775.2172992403,11775.2172992403
1995,29,TRUE,516.456899089487,13115.8958819139,13115.8958819139
1995,-13,FALSE,981.268108270024,19293.5771578119,19293.5771578119
1995,2,TRUE,619.748278907384,21949.9904863599,21020.3680679989
1995,-10,FALSE,774.68534863423,23550.4345984806,23550.4345984806
1995,5,FALSE,154.937069726846,18282.5742277678,18282.5742277678
1995,-7,FALSE,413.165519271589,10535.7207414255,10535.7207414255
1995,4,FALSE,774.68534863423,52265.438187856,48650.2398942296
1995,-3,FALSE,516.456899089487,26649.1759930175,26649.1759930175
1995,20,TRUE,464.811209180538,11775.2172992403,11775.2172992403
1995,6,TRUE,361.519829362641,19883.5906149452,10535.7207414255
1995,-28,FALSE,309.874139453692,27372.2156517428,21691.1897617584
1995,-21,FALSE,516.456899089487,15648.6440424114,14873.9586937772
1995,10,TRUE,335.696984408166,17507.8888791336,17507.8888791336
1995,32,TRUE,516.456899089487,20443.0799365601,20133.2057971065
1998,35,TRUE,479.995042013769,22995.1679196275,22035.1778356
1995,5,TRUE,413.165519271589,24841.5768462043,23550.4345984806
1998,8,TRUE,479.995042013769,16319.8314284681,16127.8334116626
1995,-15,FALSE,619.748278907384,18747.3854369484,18230.9285378589
1998,-10,FALSE,719.992563020653,14918.2459057879,14630.2488805797
1995,16,FALSE,413.165519271589,24170.182877388,24170.182877388
1998,19,TRUE,479.995042013769,31199.677730895,31199.677730895
1995,-22,FALSE,258.228449544743,13324.5879965088,12808.1310974193
1995,-30,FALSE,309.874139453692,10535.7207414255,9606.09832306445
1995,-2,FALSE,361.519829362641,18592.4483672215,18592.4483672215
1995,-15,FALSE,258.228449544743,6693.28141219975,6693.28141219975
1995,-24,FALSE,361.519829362641,11671.9259194224,11671.9259194224
1995,18,TRUE,258.228449544743,17352.9518094067,17352.9518094067
1995,12,TRUE,258.228449544743,15493.7069726846,15493.7069726846
1995,9,FALSE,774.68534863423,25099.805295749,23550.4345984806
1995,22,TRUE,361.519829362641,13634.4621359624,13634.4621359624
1995,10,TRUE,309.874139453692,12394.9655781477,12394.9655781477
1995,7,TRUE,284.051294499218,8366.60176524968,8366.60176524968
1995,2,FALSE,774.68534863423,37184.896734443,24789.9311562954
1995,-11,FALSE,619.748278907384,20451.6932039437,20451.6932039437
1995,3,TRUE,413.165519271589,13944.3362754161,13944.3362754161
1995,1,TRUE,516.456899089487,18282.5742277678,18075.991468132
1995,-7,FALSE,413.165519271589,11775.2172992403,11775.2172992403
1995,-1,FALSE,774.68534863423,23447.1432186627,22930.6863195732
1995,3,TRUE,774.68534863423,22930.6863195732,22930.6863195732
1995,-5,FALSE,413.165519271589,18592.4483672215,18592.4483672215
1995,15,TRUE,516.456899089487,16733.2035304994,16733.2035304994
1995,-23,FALSE,309.874139453692,17043.0776699531,17043.0776699531
1995,-29,FALSE,258.228449544743,10535.7207414255,16733.2035304994
1995,-31,FALSE,258.228449544743,31710.4536040945,29128.169108647
1995,-34,FALSE,206.582759635795,94614.9039131939,9915.97246251814
1995,-1,FALSE,774.68534863423,17808.2688595461,17808.2688595461
1995,17,TRUE,309.874139453692,7436.97934688861,7436.97934688861
1995,8,TRUE,413.165519271589,14873.9586937772,14873.9586937772
1995,5,TRUE,490.634054135012,11775.2172992403,11775.2172992403
1995,-13,FALSE,671.393968816332,22796.4075258099,13448.5376522902
1995,6,TRUE,413.165519271589,22001.0639012121,20451.6932039437
1995,-5,FALSE,774.68534863423,21071.4414828511,21071.4414828511
1995,15,TRUE,490.634054135012,18205.1056929044,14873.9586937772
1995,-15,FALSE,671.393968816332,27578.7984113786,19831.9449250363
1995,-2,FALSE,619.748278907384,21174.7328626689,10845.5948808792
1995,-8,FALSE,774.68534863423,19212.1966461289,19212.1966461289
1995,6,FALSE,361.519829362641,13014.7138570551,13014.7138570551
1995,-24,FALSE,774.68534863423,23911.9544278432,23550.4345984806
1995,-4,FALSE,464.811209180538,8779.76728452127,8366.60176524968
1995,3,FALSE,516.456899089487,19831.9449250363,19212.1966461289
1995,5,FALSE,774.68534863423,17972.7000883141,17972.7000883141
1995,27,TRUE,619.748278907384,16113.455251592,16113.455251592
1995,-29,FALSE,206.582759635795,5331.90102619986,4040.75877847614
1995,-27,FALSE,671.393968816332,30780.8311857334,20451.6932039437
1995,13,FALSE,774.68534863423,42865.9226244274,28921.5863490112
1995,7,FALSE,361.519829362641,13512.5783077773,13512.5783077773
1995,13,FALSE,723.039658725281,13531.1707561445,13014.7138570551
1995,22,TRUE,464.811209180538,15493.7069726846,14873.9586937772
1998,9,TRUE,479.995042013769,11471.8815041291,9791.89885708088
2000,12,TRUE,645.023679548823,11610.4262318788,11610.4262318788
2002,13,TRUE,424.1,10178.4,10178.4
1995,-13,FALSE,774.68534863423,18592.4483672215,18592.4483672215
1995,37,TRUE,206.582759635795,13572.4873080717,13572.4873080717
1995,-6,FALSE,516.456899089487,29438.0432481007,29438.0432481007
1995,5,TRUE,309.874139453692,20658.2759635795,20658.2759635795
1995,7,TRUE,309.874139453692,16113.455251592,16113.455251592
1995,2,FALSE,258.228449544743,14254.2104148698,14254.2104148698
1995,-10,FALSE,206.582759635795,20658.2759635795,20658.2759635795
1995,2,FALSE,516.456899089487,19831.9449250363,19831.9449250363
1995,5,TRUE,413.165519271589,13634.4621359624,13634.4621359624
1995,-15,FALSE,516.456899089487,24789.9311562954,24789.9311562954
1995,-21,FALSE,774.68534863423,30987.4139453692,30987.4139453692
1995,-17,FALSE,361.519829362641,11775.2172992403,11775.2172992403
1998,-15,FALSE,287.997025208261,19199.8016805508,14399.8512604131
2000,-15,FALSE,322.511839774412,16125.5919887206,15204.1295893651
1995,-25,FALSE,361.519829362641,21639.5440718495,21639.5440718495
1995,-18,FALSE,413.165519271589,18799.0311268573,18644.0940571305
1995,-22,FALSE,464.811209180538,11155.4690203329,11155.4690203329
1995,13,TRUE,413.165519271589,10535.7207414255,10535.7207414255
1995,-7,FALSE,413.165519271589,31193.996705005,10535.7207414255
1995,-1,FALSE,258.228449544743,8676.47590470337,8676.47590470337
1995,8,TRUE,361.519829362641,12394.9655781477,12394.9655781477
1995,17,TRUE,309.874139453692,13944.3362754161,13634.4621359624
1995,-16,FALSE,258.228449544743,23653.7259782985,23653.7259782985
1995,-14,TRUE,154.937069726846,22808.309571096,17127.2836811117
1995,-17,FALSE,877.976728452127,19108.905266311,17043.0776699531
1995,47,TRUE,206.582759635795,7765.86046417559,7765.86046417559
1995,-20,FALSE,206.582759635795,26933.2272875167,19831.9449250363
1995,-7,FALSE,464.811209180538,13768.7409297257,11961.1417829125
1995,21,TRUE,516.456899089487,20761.5673433974,20761.5673433974
1995,-24,FALSE,361.519829362641,27320.5699618338,20606.6302736705
1995,-23,FALSE,206.582759635795,19677.0078553094,12394.9655781477
1995,-16,FALSE,464.811209180538,24789.9311562954,24789.9311562954
1995,-18,FALSE,516.456899089487,12394.9655781477,12394.9655781477
1995,-29,FALSE,464.811209180538,12085.091438694,12085.091438694
1995,-31,FALSE,361.519829362641,10535.7207414255,10535.7207414255
1995,-12,FALSE,671.393968816332,14873.9586937772,14873.9586937772
1995,-16,FALSE,516.456899089487,16810.6720653628,16629.9121506815
1995,4,TRUE,516.456899089487,12456.9404060384,12456.9404060384
1995,-7,FALSE,516.456899089487,10287.8214298626,10287.8214298626
1995,-13,FALSE,413.165519271589,8676.47590470337,8676.47590470337
1995,10,FALSE,516.456899089487,16939.7862901352,16939.7862901352
1995,-18,FALSE,361.519829362641,10845.5948808792,10845.5948808792
1995,-32,FALSE,516.456899089487,20658.2759635795,15493.7069726846
1995,-10,FALSE,464.811209180538,15958.5181818651,15132.187143322
1995,-28,FALSE,361.519829362641,9513.13608122834,9513.13608122834
1995,15,FALSE,413.165519271589,12611.8774757653,12456.9404060384
1995,-5,FALSE,516.456899089487,31478.0479995042,30987.4139453692
1995,2,TRUE,516.456899089487,16774.5200824265,14450.4640365238
1995,22,TRUE,258.228449544743,19883.5906149452,15493.7069726846
1995,-5,FALSE,671.393968816332,21691.1897617584,21691.1897617584
1995,10,TRUE,774.68534863423,42039.5915858842,29128.169108647
1995,-15,FALSE,774.68534863423,37959.5820830773,37184.896734443
1995,-14,FALSE,774.68534863423,32330.2018830019,31297.2880848229
1995,-21,FALSE,413.165519271589,14770.6673139593,14770.6673139593
1995,-3,FALSE,413.165519271589,24810.5894322589,19646.0204413641
1995,-23,FALSE,309.874139453692,17642.1676728969,16609.2538747179
1995,-12,FALSE,361.519829362641,23111.4462342545,17688.6487938149
1995,-23,FALSE,258.228449544743,8056.72762579599,8056.72762579599
1995,2,TRUE,206.582759635795,12394.9655781477,12394.9655781477
1995,-22,FALSE,309.874139453692,14615.7302442325,14254.2104148698
1995,-10,FALSE,309.874139453692,31245.6423949139,26081.0734040191
1995,-10,FALSE,206.582759635795,11775.2172992403,11775.2172992403
1995,-3,FALSE,516.456899089487,36151.9829362641,34912.4863784493
1995,-39,FALSE,129.114224772372,4028.363812898,4028.363812898
1995,-27,FALSE,413.165519271589,12394.9655781477,12394.9655781477
1995,-22,FALSE,361.519829362641,9668.07315095519,9668.07315095519
1995,-17,FALSE,619.748278907384,36151.9829362641,27888.6725508323
1995,-3,FALSE,619.748278907384,28560.0665196486,24170.182877388
1995,-8,FALSE,516.456899089487,25048.1596058401,21691.1897617584
1995,-22,FALSE,413.165519271589,27010.6958223801,24789.9311562954
1995,6,TRUE,516.456899089487,29128.169108647,29128.169108647
1995,13,TRUE,516.456899089487,28508.4208297397,28508.4208297397
1995,12,TRUE,516.456899089487,11155.4690203329,11155.4690203329
1995,-5,FALSE,619.748278907384,30408.982218389,29128.169108647
1995,25,TRUE,361.519829362641,18385.8656075857,14254.2104148698
1995,38,TRUE,309.874139453692,16681.5578405904,11775.2172992403
1995,15,TRUE,309.874139453692,10535.7207414255,10535.7207414255
1995,-26,FALSE,413.165519271589,22620.8121801195,22620.8121801195
1995,-21,FALSE,619.748278907384,25203.0966755669,24428.4113269327
1995,-24,FALSE,258.228449544743,25564.6165049296,21691.1897617584
1998,-29,FALSE,575.994050416523,20159.7917645783,20159.7917645783
1995,-19,FALSE,774.68534863423,39560.5984702547,34396.0294793598
1995,-2,FALSE,619.748278907384,31245.6423949139,31245.6423949139
1995,2,FALSE,413.165519271589,42969.2140042453,32743.3674022734
1995,-15,FALSE,464.811209180538,26773.125648799,26773.125648799
1995,18,TRUE,335.696984408166,12394.9655781477,12394.9655781477
1995,-34,FALSE,180.75991468132,14254.2104148698,14254.2104148698
1995,-30,FALSE,516.456899089487,13913.502159464,12105.9030126508
1995,18,TRUE,516.456899089487,12085.091438694,11465.3431597866
1995,-9,FALSE,671.393968816332,11465.3431597866,11465.3431597866
1995,-28,FALSE,723.039658725281,20141.6162083348,13944.133419261
1995,-1,FALSE,361.519829362641,13014.7138570551,13014.7138570551
1995,22,TRUE,619.748278907384,11310.4060900598,10845.5948808792
1995,-7,FALSE,671.393968816332,14946.2626596497,14688.034210105
1998,-5,FALSE,383.996033611015,12959.8661343718,12959.8661343718
2000,-13,FALSE,460.731199677731,12716.1811111054,12716.1811111054
2002,-3,FALSE,212.05,9160.56,9160.56
1995,-10,FALSE,774.68534863423,15493.7069726846,15493.7069726846
1995,5,TRUE,361.519829362641,14202.5647249609,10845.5948808792
1995,-3,TRUE,154.937069726846,10277.4922918808,10070.909532245
1998,5,TRUE,143.998512604131,10657.3299178317,10657.3299178317
1995,2,TRUE,516.456899089487,17873.1617114461,17873.1617114461
1995,-11,FALSE,774.68534863423,32020.3277435482,30987.4139453692
1995,-3,FALSE,206.582759635795,9296.22418361076,9296.22418361076
1995,17,TRUE,129.114224772372,7475.85665409013,7475.85665409013
1995,6,TRUE,361.519829362641,16113.455251592,16113.455251592
1995,7,TRUE,206.582759635795,14191.9538803613,14191.9538803613
1995,-15,FALSE,619.748278907384,21071.4414828511,21071.4414828511
1995,-13,FALSE,826.331038543178,26401.2766814546,26401.2766814546
1995,6,TRUE,774.68534863423,27888.6725508323,27888.6725508323
1995,-11,FALSE,206.582759635795,35654.6859651504,35654.6859651504
1995,21,TRUE,258.228449544743,11155.4690203329,11155.4690203329
1995,-24,FALSE,77.468534863423,6205.17750188299,6205.17750188299
1995,24,TRUE,258.228449544743,6066.99800003014,6066.99800003014
1995,-36,FALSE,387.342674317115,12394.9655781477,12394.9655781477
1995,6,TRUE,516.456899089487,45499.8528097838,19418.7794057647
1995,5,TRUE,774.68534863423,19315.4880259468,19315.4880259468
1995,-10,TRUE,361.519829362641,13789.3992056893,13634.4621359624
1995,13,TRUE,413.165519271589,10948.8862606971,10948.8862606971
1995,17,TRUE,516.456899089487,11775.2172992403,11775.2172992403
1995,-30,FALSE,413.165519271589,9296.22418361076,9296.22418361076
1995,-20,FALSE,516.456899089487,9401.58139102501,9401.58139102501
1995,12,TRUE,516.456899089487,10287.8214298626,10287.8214298626
1995,-5,FALSE,619.748278907384,16939.7862901352,16939.7862901352
1998,-2,FALSE,239.997521006884,9167.90530246298,9167.90530246298
1995,-15,FALSE,516.456899089487,13118.005236873,13118.005236873
1995,-21,FALSE,309.874139453692,10845.5948808792,10845.5948808792
1995,3,TRUE,258.228449544743,9502.80694324655,9502.80694324655
1995,5,FALSE,413.165519271589,21381.3156223047,21381.3156223047
1995,1,TRUE,258.228449544743,10432.4293616076,10432.4293616076
1995,36,TRUE,516.456899089487,19108.905266311,19108.905266311
1995,-5,FALSE,51.6456899089487,5061.27761107697,5061.27761107697
1998,1,TRUE,191.998016805508,13535.8601847883,13535.8601847883
1995,-7,FALSE,774.68534863423,21691.1897617584,21691.1897617584
1995,-17,FALSE,516.456899089487,19831.9449250363,19831.9449250363
1995,-26,FALSE,258.228449544743,16888.1406002262,16888.1406002262
1995,-24,FALSE,103.291379817897,13169.6509267819,13014.7138570551
1995,18,TRUE,206.582759635795,8056.72762579599,8056.72762579599
1995,2,TRUE,516.456899089487,11775.2172992403,11775.2172992403
1995,-16,FALSE,568.102588998435,24789.9311562954,24789.9311562954
1995,13,FALSE,309.874139453692,13634.4621359624,13634.4621359624
1995,-25,FALSE,774.68534863423,27940.3182407412,20451.6932039437
1995,13,TRUE,154.937069726846,6293.02728508275,6293.02728508275
1995,-24,FALSE,929.622418361076,25409.6794352027,25409.6794352027
1995,-31,FALSE,309.874139453692,9296.22418361076,7746.8534863423
1995,-23,FALSE,516.456899089487,13386.5628243995,9513.13608122834
1995,6,TRUE,619.748278907384,22930.6863195732,22930.6863195732
1995,-14,FALSE,413.165519271589,38424.3932922578,29128.169108647
1995,24,TRUE,413.165519271589,14254.2104148698,14254.2104148698
1995,6,TRUE,619.748278907384,17352.9518094067,17352.9518094067
1995,22,TRUE,774.68534863423,29391.5621271827,29004.2194528656
1995,10,TRUE,413.165519271589,18592.4483672215,18592.4483672215
1995,-5,FALSE,929.622418361076,35945.4001766283,35945.4001766283
1995,-2,FALSE,516.456899089487,37494.7708738967,26649.1759930175
1995,15,TRUE,258.228449544743,13634.4621359624,13634.4621359624
1995,9,TRUE,154.937069726846,12823.2049306398,12823.2049306398
1995,9,TRUE,103.291379817897,8676.47590470337,8676.47590470337
1995,-24,FALSE,413.165519271589,17352.9518094067,17352.9518094067
1995,-17,FALSE,568.102588998435,13014.7138570551,13014.7138570551
1995,-5,FALSE,774.68534863423,42865.9226244274,33053.2415417271
1995,-34,FALSE,361.519829362641,13014.7138570551,13014.7138570551
1995,-28,FALSE,258.228449544743,12394.9655781477,12394.9655781477
1995,-23,FALSE,180.75991468132,10225.8466019718,10225.8466019718
1995,-25,FALSE,309.874139453692,12394.9655781477,12394.9655781477
1995,20,TRUE,516.456899089487,21303.8470874413,21303.8470874413
1995,-28,FALSE,516.456899089487,21691.1897617584,21691.1897617584
1995,-10,FALSE,619.748278907384,21071.4414828511,21071.4414828511
1995,-24,FALSE,361.519829362641,25306.3880553848,24789.9311562954
1995,-16,FALSE,154.937069726846,8818.27540980709,8818.27540980709
1995,-8,FALSE,568.102588998435,39354.0157106189,39354.0157106189
1995,-31,FALSE,258.228449544743,45964.6640189643,36668.4398353535
1995,15,FALSE,619.748278907384,27888.6725508323,27888.6725508323
1995,-5,FALSE,154.937069726846,10865.1298926108,10865.1298926108
1995,-5,FALSE,516.456899089487,20245.1104443079,11465.3431597866
1995,17,TRUE,180.75991468132,10929.9767600089,10929.9767600089
1995,-7,FALSE,645.571123861858,24789.9311562954,24789.9311562954
1995,8,TRUE,206.582759635795,12456.9404060384,12456.9404060384
1995,20,TRUE,516.456899089487,24583.3483966596,14254.2104148698
1995,2,FALSE,413.165519271589,12911.4224772372,12394.9655781477
1995,12,FALSE,413.165519271589,15124.2799275212,15124.2799275212
1995,4,TRUE,1032.91379817897,27940.3182407412,27940.3182407412
1995,20,TRUE,516.456899089487,16113.455251592,16113.455251592
1995,28,TRUE,206.582759635795,11775.2172992403,11775.2172992403
1995,-9,FALSE,774.68534863423,18592.4483672215,18592.4483672215
1995,-29,FALSE,413.165519271589,13014.7138570551,13014.7138570551
1995,-22,FALSE,361.519829362641,11155.4690203329,11155.4690203329
1995,10,FALSE,516.456899089487,24789.9311562954,24789.9311562954
1995,-21,FALSE,206.582759635795,8056.72762579599,8056.72762579599
1995,8,FALSE,516.456899089487,19831.9449250363,19831.9449250363
1995,-7,FALSE,361.519829362641,19522.0707855826,11775.2172992403
1995,11,TRUE,619.748278907384,21691.1897617584,21691.1897617584
1995,-25,FALSE,619.748278907384,66622.9399825438,30470.9570462797
1995,-12,FALSE,774.68534863423,49579.8623125907,30987.4139453692
1995,-33,FALSE,1032.91379817897,21691.1897617584,21691.1897617584
1995,-25,FALSE,258.228449544743,20761.5673433974,9915.97246251814
1995,1,FALSE,619.748278907384,16733.2035304994,16733.2035304994
1995,10,FALSE,361.519829362641,12394.9655781477,12394.9655781477
1995,-24,FALSE,774.68534863423,39973.7639895263,38424.3932922578
1995,-1,TRUE,516.456899089487,14093.0758623539,14093.0758623539
1995,45,TRUE,309.874139453692,27888.6725508323,27888.6725508323
1995,23,TRUE,516.456899089487,15748.3130482449,15748.3130482449
1995,23,TRUE,516.456899089487,23447.1432186627,22930.6863195732
1995,35,TRUE,723.039658725281,12394.9655781477,12394.9655781477
1995,-28,FALSE,206.582759635795,7746.8534863423,7746.8534863423
1995,2,TRUE,516.456899089487,15803.5811121383,15803.5811121383
1995,25,TRUE,413.165519271589,61974.8278907384,61974.8278907384
1995,-24,FALSE,103.291379817897,7492.51185128445,7492.51185128445
1995,-8,FALSE,619.748278907384,35104.249282267,28390.3095941037
1995,-8,FALSE,413.165519271589,8056.72762579599,8056.72762579599
1995,-21,FALSE,258.228449544743,23757.0173581164,15493.7069726846
1995,4,TRUE,516.456899089487,25306.3880553848,17043.0776699531
1995,17,TRUE,258.228449544743,13810.3718162027,13810.3718162027
1995,3,TRUE,335.696984408166,9013.90109166005,9013.90109166005
1995,-7,FALSE,309.874139453692,15881.0496470017,15493.7069726846
1995,-26,FALSE,361.519829362641,15726.1125772749,15726.1125772749
1995,-11,FALSE,516.456899089487,25306.3880553848,17043.0776699531
1995,-19,FALSE,361.519829362641,12188.3828185119,11775.2172992403
1995,1,TRUE,826.331038543178,34705.9036188135,34705.9036188135
1995,7,FALSE,413.165519271589,14873.9586937772,14873.9586937772
1995,-20,FALSE,413.165519271589,22029.119199562,22029.119199562
1995,-26,FALSE,206.582759635795,21762.3922142938,16597.823223399
