name,genre,platform,esrbrating,publisher,year,metascore,userscore,sales
Wii Fit U,Misc,Wii U,E,Nintendo,2014,72,77,0.86
Final Fantasy X / X-2 HD Remaster,RPG,PlayStation Vita,T,SquareEnix,2014,86,88,0.86
Lost Castle,RPG,PC,,Other,2014,,,0.86
Tales of the Abyss,RPG,Nintendo 3DS,T,BandaiNamco,2012,75,83,0.86
Lemmings,Puzzle,PlayStation Portable,E,Sony,2006,76,79,0.86
Beijing 2008,Sports,PlayStation 3,E,Sega,2008,,,0.86
Winning Eleven: Pro Evolution Soccer 2007,Sports,PlayStation Portable,E,Other,2007,81,83,0.86
Rocky,Fighting,PlayStation 2,T,Ubisoft,2002,74,85,0.86
BioShock: The Collection,Shooter,PlayStation 4,M,Other,2016,84,84,0.86
Dishonored 2,Action,Xbox One,M,Other,2016,88,73,0.86
Rise of Nations,Strategy,PC,T,Microsoft,2003,89,88,0.86
Plants vs. Zombies: Garden Warfare 2,Shooter,Xbox One,E,EA,2016,80,78,0.86
LEGO Batman 2: DC Super Heroes,Action,Nintendo 3DS,E,Other,2012,72,52,0.86
Magicka 2,Action,PC,T,Other,2015,69,57,0.86
Guitar Hero: Warriors of Rock,Misc,Xbox 360,T,ActivisionBlizzard,2010,72,67,0.86
Bayonetta 2,Action,Wii U,M,Nintendo,2014,91,89,0.86
Gold's Gym: Dance Workout,Sports,Wii,E,Ubisoft,2010,,,0.86
Dynasty Warriors 4: Xtreme Legends,Action,PlayStation 2,T,Other,2003,72,83,0.86
Pictionary,Misc,Wii,E,THQ,2010,71,,0.86
HuniePop,Adventure,PC,,Other,2010,,,0.86
Mafia III,Action,PC,M,Other,2016,62,37,0.86
Tomb Raider: Anniversary,Action,Wii,T,Other,2007,73,73,0.85
Kingdoms of Amalur: Reckoning,RPG,PlayStation 3,M,EA,2012,81,77,0.85
Thief,Action,PlayStation 4,M,SquareEnix,2014,67,62,0.85
FIFA Soccer 08,Sports,Nintendo DS,E,EA,2007,77,69,0.85
2010 FIFA World Cup South Africa,Sports,Xbox 360,E,EA,2010,83,82,0.85
NBA 2K8,Sports,Xbox 360,E,Other,2007,81,68,0.85
Until Dawn: Rush of Blood,Shooter,PlayStation 4,M,Sony,2016,72,77,0.85
Ninja Gaiden Sigma 2,Action,PlayStation 3,M,Other,2009,83,78,0.85
Disney Infinity 3.0,Action,PlayStation 4,E,Other,2015,80,61,0.85
Tiger Woods PGA Tour 2005,Sports,Xbox,E,EA,2004,88,78,0.85
Dragon Ball Z: Burst Limit,Fighting,PlayStation 3,T,Other,2008,71,73,0.85
Army of Two: The 40th Day,Shooter,PlayStation 3,M,EA,2010,74,70,0.85
The Legendary Starfy,Action,Nintendo DS,E,Nintendo,2009,75,84,0.85
Red Orchestra: Ostfront 41-45,Shooter,PC,M,Other,2006,81,86,0.85
Farming Simulator 17,Simulation,PlayStation 4,E,Other,2016,69,66,0.85
Burnout Legends,Racing,PlayStation Portable,E,EA,2005,86,85,0.85
NCAA Football 11,Sports,PlayStation 3,E,EA,2010,85,75,0.85
LEGO Jurassic World,Action,Nintendo 3DS,E,Other,2015,,,0.85
Ratatouille,Action,PlayStation 2,E,THQ,2007,65,76,0.85
Burnout 2: Point of Impact,Racing,PlayStation 2,E,Other,2002,86,82,0.85
The House of the Dead: Overkill,Shooter,Wii,M,Sega,2009,78,87,0.85
Street Fighter EX3,Fighting,PlayStation 2,T,Other,2000,64,79,0.85
Darksiders II,Action,PlayStation 3,M,THQ,2012,84,72,0.85
Ghostbusters: The Video Game,Action,PlayStation 3,T,Other,2009,78,79,0.84
Sniper Elite V2,Shooter,Xbox 360,M,Other,2012,67,67,0.84
Xenoblade Chronicles X,RPG,Wii U,T,Nintendo,2015,84,91,0.84
NBA 2K10,Sports,PlayStation 3,E,Other,2009,83,78,0.84
SUPERHOT,Shooter,PC,T,Other,2016,82,75,0.84
Skate 2,Sports,PlayStation 3,T,EA,2009,84,79,0.84
Petz Dogz Fashion,Simulation,Nintendo DS,E,Ubisoft,2008,,,0.84
ATV Quad Power Racing 2,Racing,PlayStation 2,E,Other,2003,68,75,0.84
Lego Batman 3: Beyond Gotham,Action,PlayStation 3,E,Other,2014,,,0.84
ZombiU,Action,Wii U,M,Ubisoft,2012,77,78,0.84
Madden NFL 09 All-Play,Sports,Wii,E,EA,2008,82,73,0.84
Big Mutha Truckers,Racing,PlayStation 2,T,THQ,2003,62,53,0.84
Harry Potter and the Order of the Phoenix,Adventure,Nintendo DS,E,EA,2007,51,48,0.84
Rogue Galaxy,RPG,PlayStation 2,T,Sony,2007,83,79,0.84
Street Fighter X Tekken,Fighting,PlayStation 3,T,Other,2012,84,54,0.84
MLB 13: The Show,Sports,PlayStation 3,E,Sony,2013,87,79,0.84
ESPN College Hoops 2K5,Sports,PlayStation 2,E,Sega,2004,86,81,0.84
Blazing Angels: Squadrons of WWII,Simulation,Wii,T,Ubisoft,2007,57,68,0.84
Metroid: Zero Mission,Adventure,Game Boy Advance,E,Nintendo,2004,89,88,0.84
Ben 10: Protector of Earth,Action,PlayStation 2,E,Other,2007,,,0.84
NCAA Football 12,Sports,PlayStation 3,E,EA,2011,82,58,0.83
Forza Horizon 2,Racing,Xbox 360,E,Microsoft,2014,,,0.83
Dead Cells,Action,PC,T,Other,2017,89,78,0.83
Madden NFL 25,Sports,Xbox One,E,EA,2013,73,58,0.83
DJ Hero 2,Misc,Xbox 360,T,ActivisionBlizzard,2010,86,80,0.83
Call of Duty: Modern Warfare 3,Shooter,Wii,M,ActivisionBlizzard,2011,70,19,0.83
Time Crisis 4,Shooter,PlayStation 3,T,BandaiNamco,2007,60,73,0.83
Dynasty Warriors 2,Action,PlayStation 2,T,Other,2000,75,90,0.83
Need for Speed: Nitro,Racing,Wii,E,EA,2009,69,74,0.83
Duke Nukem Forever,Shooter,Xbox 360,M,Other,2011,49,45,0.83
Madden NFL 07,Sports,PlayStation Portable,E,EA,2006,78,66,0.83
Stranglehold,Shooter,Xbox 360,M,Other,2007,77,76,0.83
Metal Gear Solid V: The Phantom Pain,Action,Xbox One,M,Other,2015,95,74,0.83
Tiger Woods PGA Tour 11,Sports,PlayStation 3,E,EA,2010,78,66,0.83
Dragon Age II,RPG,PlayStation 3,M,EA,2011,82,43,0.83
Lizzie McGuire 2: Lizzie Diaries,Action,Game Boy Advance,E,Other,2004,57,50,0.83
WWE SmackDown vs. Raw 2009,Fighting,Wii,T,THQ,2008,79,86,0.83
FIFA Soccer World Championship,Sports,PlayStation 2,,EA,2000,,,0.83
Brute Force,Shooter,Xbox,M,Microsoft,2003,77,77,0.83
Rayman Origins,Action,Wii,E,Ubisoft,2011,92,85,0.83
Sniper: Ghost Warrior,Shooter,PlayStation 3,M,Other,2011,53,61,0.83
Scooby-Doo! First Frights,Adventure,Nintendo DS,E,Other,2009,,,0.83
Dance Central 3,Misc,Xbox 360,T,Microsoft,2012,86,79,0.83
Sly 3: Honor Among Thieves,Action,PlayStation 2,E,Sony,2005,83,87,0.83
Dragon Ball: Raging Blast 2,Fighting,PlayStation 3,T,BandaiNamco,2010,60,76,0.83
Twisted Metal (2012),Action,PlayStation 3,M,Sony,2012,76,78,0.83
MLB SlugFest 20-03,Sports,PlayStation 2,E,Other,2002,77,82,0.83
Guitar Hero Live,Misc,Xbox One,T,ActivisionBlizzard,2015,81,51,0.83
Assetto Corsa,Racing,PC,E,Other,2014,85,84,0.83
Sid Meier's Civilization Revolution,Strategy,Xbox 360,E,Other,2008,84,80,0.83
Dragon Ball: Xenoverse,Fighting,PC,,BandaiNamco,2015,,,0.82
Harvest Moon: Tree of Tranquility,Simulation,Wii,E,Other,2008,65,82,0.82
James Bond 007: Nightfire,Shooter,Xbox,T,EA,2002,78,78,0.82
Tony Hawk's Underground 2 Remix,Sports,PlayStation Portable,T,ActivisionBlizzard,2005,83,81,0.82
Marvel: Ultimate Alliance,RPG,PlayStation 2,T,ActivisionBlizzard,2006,81,80,0.82
FIFA 17,Sports,Xbox 360,E,EA,2016,,,0.82
Karaoke Revolution Glee,Misc,Wii,E,Other,2010,67,,0.82
I Spy: Fun House,Puzzle,Nintendo DS,E,Other,2007,53,,0.82
Need for Speed: Hot Pursuit 2,Racing,Xbox,E,EA,2002,75,74,0.82
The Price is Right,Misc,Wii,E,Ubisoft,2008,,,0.82
Amped: Freestyle Snowboarding,Sports,Xbox,E,Microsoft,2001,78,83,0.82
MediEvil: Resurrection,Adventure,PlayStation Portable,T,Sony,2005,66,84,0.82
Rocket Power: Beach Bandits,Action,PlayStation 2,E,THQ,2002,,,0.82
The Lord of the Rings: War in the North,RPG,PlayStation 3,M,Other,2011,63,70,0.82
Patapon,Action,PlayStation Portable,E,Sony,2008,86,87,0.82
The Crew 2,Racing,PlayStation 4,T,Ubisoft,2018,64,52,0.82
Pro Evolution Soccer 2016,Sports,PlayStation 4,E,Other,2015,87,72,0.82
The Walking Dead: A Telltale Games Series,Adventure,PlayStation 3,M,Other,2012,94,88,0.82
Shin Megami Tensei: Persona 4,RPG,PlayStation 2,M,Other,2008,90,75,0.82
EA Sports Active NFL Training Camp,Sports,Wii,E,EA,2010,81,82,0.82
Professor Layton vs Ace Attorney,Adventure,Nintendo 3DS,T,Nintendo,2014,79,82,0.82
theHunter: Call of the Wild,Shooter,PC,T,Other,2017,64,75,0.82
Ready 2 Rumble Boxing: Round 2,Fighting,PlayStation 2,T,Other,2000,75,73,0.81
Imagine: Rock Star,Simulation,Nintendo DS,E,Ubisoft,2008,,,0.81
DmC Devil May Cry,Action,PlayStation 3,M,Other,2013,85,55,0.81
Shaun White Snowboarding,Sports,Xbox 360,T,Ubisoft,2008,60,76,0.81
Madden NFL 16,Sports,PlayStation 3,E,EA,2015,,,0.81
Empire: Total War,Strategy,PC,T,Sega,2009,90,70,0.81
Football Manager 2015,Simulation,PC,,Sega,2014,80,61,0.81
Pro Evolution Soccer 2010,Sports,Xbox 360,E,Other,2009,78,76,0.81
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,Action,PlayStation 4,T,SquareEnix,2015,77,76,0.81
LEGO Dimensions,Action,PlayStation 3,E,Other,2015,,,0.81
Tom Clancy's Rainbow Six 3,Shooter,PlayStation 2,M,Ubisoft,2004,70,82,0.81
Disney's The Little Mermaid: Ariel's Undersea Adventure,Action,Nintendo DS,E,Other,2006,,,0.81
Battle of Giants: Dinosaurs,Strategy,Nintendo DS,E,Ubisoft,2008,,,0.81
SingStar Vol. 2,Misc,PlayStation 3,T,Sony,2008,76,,0.81
NCAA Football 10,Sports,PlayStation 3,E,EA,2009,80,69,0.81
Professor Layton and the Azran Legacy,Puzzle,Nintendo 3DS,E,Nintendo,2014,81,80,0.81
Need for Speed Rivals,Racing,Xbox 360,E,EA,2013,76,54,0.81
Guitar Hero: Warriors of Rock,Misc,PlayStation 3,T,ActivisionBlizzard,2010,74,73,0.81
Final Fantasy XI: Wings of the Goddess,RPG,PlayStation 2,T,SquareEnix,2007,,,0.81
The Sims 2,Simulation,PlayStation 2,T,EA,2005,75,47,0.81
Golden Sun: Dark Dawn,RPG,Nintendo DS,E,Nintendo,2010,79,82,0.81
BeamNG.drive,Simulation,PC,,Other,2000,,,0.8
Ben 10: Alien Force,Action,Wii,E,Other,2008,45,78,0.8
Hitman: Contracts,Shooter,PlayStation 2,M,Other,2004,80,81,0.8
Deca Sports 2,Sports,Wii,E,Other,2009,49,,0.8
DiRT 2,Racing,Xbox 360,T,Other,2009,87,81,0.8
Star Wars The Clone Wars: Republic Heroes,Action,Wii,T,Other,2009,48,53,0.8
The Sims 2: Pets,Simulation,PlayStation Portable,T,EA,2006,57,73,0.8
Tom Clancy's Ghost Recon Advanced Warfighter,Shooter,Xbox 360,T,Ubisoft,2006,90,79,0.8
Pro Evolution Soccer 2010,Sports,PlayStation Portable,E,Other,2009,72,50,0.8
Prince of Persia: Warrior Within,Adventure,Xbox,M,Ubisoft,2004,83,77,0.8
Mario & Sonic at the Sochi 2014 Olympic Winter Games,Sports,Wii U,E,Nintendo,2013,55,61,0.8
Rhythm Heaven Megamix,Misc,Nintendo 3DS,E,Nintendo,2016,83,81,0.8
Guitar Hero: Metallica,Misc,Xbox 360,T,ActivisionBlizzard,2009,84,81,0.8
Hasbro Family Game Night 3,Misc,Wii,E,EA,2010,,,0.8
The Amazing Spider-Man (2012),Action,PlayStation 3,T,ActivisionBlizzard,2012,71,74,0.8
WWE 2K15,Sports,PlayStation 3,T,Other,2014,55,31,0.8
PES 2009: Pro Evolution Soccer,Sports,PlayStation Portable,E,Other,2008,75,76,0.8
Tales of Destiny 2,RPG,PlayStation 2,,BandaiNamco,2002,,,0.8
Deadlight,Action,PC,M,Microsoft,2012,78,74,0.8
Rayman Raving Rabbids 2,Misc,Nintendo DS,E,Ubisoft,2007,57,69,0.8
Dragon's Dogma,RPG,Xbox 360,M,Other,2012,75,79,0.79
Invizimals,Strategy,PlayStation Portable,E,Sony,2010,69,76,0.79
Guitar Hero: Aerosmith,Misc,PlayStation 2,T,ActivisionBlizzard,2008,71,66,0.79
Assassin's Creed The Ezio Collection,Action,PlayStation 4,M,Ubisoft,2016,72,77,0.79
Pro Evolution Soccer 2011,Sports,PlayStation Portable,E,Other,2010,74,58,0.79
The Sims 2: Castaway,Simulation,PlayStation Portable,E,EA,2007,64,73,0.79
All Star Cheer Squad,Sports,Wii,E,THQ,2008,,,0.79
Dead Island: Riptide,Misc,Xbox 360,M,Other,2013,57,63,0.79
Darksiders II,Action,Xbox 360,M,THQ,2012,83,82,0.79
Prototype 2,Action,Xbox 360,M,ActivisionBlizzard,2012,74,70,0.79
NBA 2K16,Sports,PlayStation 3,E,Other,2015,,,0.79
Band Hero,Misc,Xbox 360,E,ActivisionBlizzard,2009,76,50,0.79
Football Manager 2014,Sports,PC,E,Sega,2013,85,57,0.79
Dragon Quest Monsters 2,RPG,Nintendo 3DS,,SquareEnix,2014,,,0.79
Dance Dance Revolution SuperNOVA 2,Simulation,PlayStation 2,E,Other,2007,70,80,0.79
Armored Core 2,Simulation,PlayStation 2,T,Other,2000,78,88,0.79
The Godfather II,Adventure,Xbox 360,M,EA,2009,65,69,0.79
Nidhogg,Action,PC,,Other,2014,81,68,0.79
NCAA Football 08,Sports,PlayStation 2,E,EA,2007,83,83,0.79
Star Ocean: The Last Hope,RPG,Xbox 360,T,SquareEnix,2009,72,73,0.79
FIFA Soccer 2004,Sports,Xbox,E,EA,2003,82,82,0.79
Final Fantasy XIV: A Realm Reborn,RPG,PlayStation 4,T,SquareEnix,2014,86,73,0.79
Red Faction: Armageddon,Shooter,PC,M,THQ,2011,75,67,0.79
MadWorld,Action,Wii,M,Sega,2009,81,86,0.78
Tiger Woods PGA Tour 10,Sports,PlayStation 3,E,EA,2009,81,74,0.78
Destiny: The Collection,Shooter,PlayStation 4,T,ActivisionBlizzard,2016,76,61,0.78
Shadow of the Tomb Raider,Action,Xbox One,M,SquareEnix,2018,82,72,0.78
Too Human,RPG,Xbox 360,T,Microsoft,2008,65,70,0.78
Fight Night Champion,Fighting,Xbox 360,M,EA,2011,86,75,0.78
DJ Hero 2,Misc,PlayStation 3,T,ActivisionBlizzard,2010,86,80,0.78
Aliens: Colonial Marines,Shooter,Xbox 360,T,Sega,2013,48,38,0.78
Personal Trainer: Walking,Sports,Nintendo DS,E,Nintendo,2009,69,83,0.78
LEGO Jurassic World,Action,Xbox One,E,Other,2015,70,67,0.78
Secret Agent Barbie: Royal Jewels Mission,Action,Game Boy Advance,E,Other,2002,71,,0.78
The World Ends With You,RPG,Nintendo DS,T,SquareEnix,2008,88,86,0.78
Star Wars: The Force Unleashed II,Action,Wii,T,Other,2010,71,78,0.78
Naruto Shippuden: Ultimate Ninja Storm 2,Fighting,Xbox 360,T,BandaiNamco,2010,74,86,0.78
Buzz! The Hollywood Quiz,Misc,PlayStation 2,T,Sony,2008,77,75,0.78
Tom Clancy's Splinter Cell: Double Agent,Action,Xbox 360,M,Ubisoft,2006,85,81,0.78
DJ Hero,Misc,Wii,T,ActivisionBlizzard,2009,87,74,0.78
Sid Meier's Civilization Revolution,Strategy,PlayStation 3,E,Other,2008,85,79,0.78
Star Wars The Clone Wars: Jedi Alliance,Action,Nintendo DS,E,Other,2008,68,77,0.78
Drawn to Life,Adventure,Nintendo DS,E,THQ,2007,73,79,0.78
Rayman Origins,Action,Xbox 360,E,Ubisoft,2011,87,82,0.78
Goldeneye 007: Reloaded,Shooter,PlayStation 3,T,ActivisionBlizzard,2011,72,62,0.78
F1 2016,Racing,PlayStation 4,E,Other,2017,82,79,0.78
Rare Replay,Misc,Xbox One,M,Microsoft,2015,84,80,0.78
Need for Speed: ProStreet,Racing,PlayStation Portable,E,EA,2008,57,72,0.78
NBA 2K7,Sports,PlayStation 2,E,Other,2006,81,84,0.78
Mass Effect: Andromeda,RPG,Xbox One,M,EA,2017,76,50,0.78
Hitman,Action,PlayStation 4,M,SquareEnix,2017,84,78,0.78
Dragon Age: Inquisition,RPG,PC,M,EA,2014,85,59,0.78
ABBA: You Can Dance,Misc,Wii,E,Ubisoft,2011,66,,0.77
Prototype 2,Action,PlayStation 3,M,ActivisionBlizzard,2012,79,68,0.77
Worms: Open Warfare,Strategy,PlayStation Portable,E,THQ,2006,70,68,0.77
Minecraft: Story Mode,Adventure,Xbox One,E,Other,2015,77,45,0.77
Puzzler World,Puzzle,Nintendo DS,E,Other,2009,,,0.77
Lips,Misc,Xbox 360,T,Microsoft,2008,71,74,0.77
UFC Personal Trainer: The Ultimate Fitness System,Sports,Xbox 360,E,THQ,2011,70,65,0.77
Perfect Dark Zero,Shooter,Xbox 360,M,Microsoft,2005,81,72,0.77
Marvel Nemesis: Rise of the Imperfects,Fighting,PlayStation 2,T,EA,2005,53,65,0.77
Resident Evil: Operation Raccoon City,Shooter,Xbox 360,M,Other,2012,52,48,0.77
Ghost Squad,Shooter,Wii,T,Sega,2007,69,75,0.77
Star Wars Battlefront: Elite Squadron,Shooter,PlayStation Portable,T,Other,2009,63,82,0.77
James Cameron's Avatar: The Game,Action,Xbox 360,T,Ubisoft,2009,61,68,0.77
Ultimate Chicken Horse,Action,PC,,Other,2009,,,0.77
Fortnite,Action,Xbox One,T,Other,2017,85,34,0.77
Star Wars Episode II: Attack of the Clones,Action,Game Boy Advance,E,THQ,2002,38,43,0.77
The Sims 3,Simulation,Nintendo 3DS,T,EA,2011,52,31,0.77
Twisted Metal: Head On,Action,PlayStation Portable,T,Sony,2005,79,83,0.77
Tetris Party Deluxe,Puzzle,Nintendo DS,E,Other,2010,76,,0.77
Dragon Ball: Raging Blast,Fighting,PlayStation 3,T,BandaiNamco,2009,57,74,0.77
Need for Speed: Undercover,Racing,PlayStation Portable,T,EA,2008,52,68,0.77
Valkyria Chronicles,RPG,PC,T,Sega,2014,85,82,0.77
Conflict: Desert Storm II - Back to Bagdhad,Shooter,PlayStation 2,T,Other,2003,70,84,0.77
Maximo: Ghosts to Glory,Action,PlayStation 2,T,Other,2002,84,87,0.77
Battlefield 1,Shooter,PC,M,EA,2016,88,71,0.77
Donkey Kong Country 3,Action,Game Boy Advance,E,Nintendo,2005,77,83,0.77
All-Star Baseball 2003,Sports,PlayStation 2,E,Other,2002,81,84,0.77
Persona 4 Arena,Fighting,PlayStation 3,T,Other,2012,86,56,0.77
Unlimited Saga,RPG,PlayStation 2,T,SquareEnix,2003,45,33,0.77
Pokemon Dash,Racing,Nintendo DS,E,Nintendo,2005,46,54,0.77
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,Racing,Xbox 360,E,Sega,2010,75,77,0.77
My Baby Girl,Simulation,Nintendo DS,E,Other,2008,,,0.76
Lego Marvel Super Heroes,Action,Wii U,E,Other,2013,82,80,0.76
FIFA Soccer 12,Sports,Wii,E,EA,2011,70,58,0.76
Cabela's Deer Hunt: 2004 Season,Sports,PlayStation 2,T,ActivisionBlizzard,2003,,,0.76
Sonic Unleashed,Action,PlayStation 2,E,Sega,2008,66,71,0.76
Age of Wonders 3,Strategy,PC,T,Other,2014,80,80,0.76
Resident Evil: Revelations,Action,PlayStation 3,M,Other,2013,74,73,0.76
VVVVVV,Action,PC,,Other,2010,81,79,0.76
Pro Evolution Soccer 2015,Sports,PlayStation 4,E,Other,2014,82,71,0.76
Banjo-Kazooie: Nuts & Bolts,Action,Xbox 360,E,Microsoft,2008,79,67,0.76
Driv3r,Racing,Xbox,M,Other,2004,56,48,0.76
Mercenaries: Playground of Destruction,Action,PlayStation 2,T,Other,2005,,,0.76
MTV Celebrity Deathmatch,Fighting,PlayStation 2,M,Other,2003,32,32,0.76
Legend of Grimrock,Misc,PC,,Other,2012,82,81,0.76
Just Dance 2019,Misc,Nintendo Switch,E,Ubisoft,2018,72,56,0.76
Band Hero,Misc,PlayStation 3,E,ActivisionBlizzard,2009,76,71,0.76
Duke Nukem Forever,Shooter,PlayStation 3,M,Other,2011,51,49,0.76
Taiko no Tatsujin: Tatakon de Dodon ga Don,Misc,PlayStation 2,,BandaiNamco,2002,,,0.76
Mega Man Battle Network 6: Cybeast Falzar / Gregar,RPG,Game Boy Advance,E,Other,2006,63,84,0.76
Toy Story 3: The Video Game,Action,Xbox 360,E,Other,2010,76,85,0.76
Just Dance 2018,Misc,Nintendo Switch,E,Ubisoft,2017,71,57,0.76
Syphon Filter: The Omega Strain,Shooter,PlayStation 2,M,Sony,2004,65,70,0.76
FIFA Soccer 11,Sports,PlayStation 2,E,EA,2010,,,0.76
PokePark 2: Wonders Beyond,Action,Wii,E,Nintendo,2012,60,74,0.76
SoulCalibur V,Fighting,PlayStation 3,T,BandaiNamco,2012,81,66,0.76
Mortal Kombat: Deception,Fighting,Xbox,M,Other,2004,81,87,0.76
That's So Raven,Adventure,Game Boy Advance,E,Other,2004,39,76,0.76
Marvel vs. Capcom 2,Fighting,PlayStation 2,T,Other,2002,76,88,0.76
Assassin's Creed: Revelations,Action,PC,M,Ubisoft,2011,80,74,0.76
Harry Potter and the Half-Blood Prince,Action,Wii,E,EA,2009,60,55,0.76
Lost Planet 2,Shooter,Xbox 360,T,Other,2010,68,63,0.76
Legends of Wrestling,Fighting,PlayStation 2,T,Other,2001,55,78,0.76
True Crime: New York City,Action,PlayStation 2,M,ActivisionBlizzard,2005,60,77,0.76
The Walking Dead: A Telltale Games Series,Adventure,Xbox 360,M,Other,2012,92,86,0.76
Kane & Lynch: Dead Men,Shooter,Xbox 360,M,Other,2007,65,32,0.76
Quantum Break,Action,Xbox One,M,Microsoft,2016,77,71,0.76
Dark Souls II,RPG,Xbox 360,T,BandaiNamco,2015,91,79,0.75
Wall-E,Action,PlayStation 2,E,THQ,2008,67,84,0.75
Ratchet & Clank Collection,Action,PlayStation 3,E,Sony,2012,83,84,0.75
Wolfenstein: The New Order,Shooter,Xbox One,M,Other,2014,79,78,0.75
LEGO City Undercover,Action,PlayStation 4,E,Other,2017,77,74,0.75
Genji: Days of the Blade,Action,PlayStation 3,T,Sony,2006,55,60,0.75
Defy Gravity Extended,Action,PC,,Other,2011,,,0.75
Drawn to Life: The Next Chapter,Puzzle,Wii,E,THQ,2009,58,60,0.75
Pro Evolution Soccer 2018,Sports,PlayStation 4,E,Other,2017,83,72,0.75
Fire Emblem Echoes: Shadows of Valentia,RPG,Nintendo 3DS,T,Nintendo,2017,81,86,0.75
We Sing,Misc,Wii,,Other,2009,,,0.75
LEGO Worlds,Misc,PC,E,Other,2015,71,64,0.75
Rockstar Games presents Table Tennis,Sports,Xbox 360,E,RockstarGames,2006,81,77,0.75
Universe Sandbox,Simulation,PC,,Other,2011,83,71,0.75
WWE SmackDown vs. Raw 2009,Fighting,PlayStation Portable,T,THQ,2008,72,62,0.75
Disney Infinity 2.0: Marvel Super Heroes,Action,PlayStation 4,E,Other,2014,,,0.75
Kane & Lynch: Dead Men,Shooter,PlayStation 3,M,Other,2007,64,38,0.75
Deer Drive,Sports,Wii,T,Other,2009,,,0.75
Pro Evolution Soccer 2017,Sports,PlayStation 4,E,Other,2016,85,73,0.75
Shark Tale,Action,PlayStation 2,E,ActivisionBlizzard,2004,69,60,0.75
Super Street Fighter IV,Fighting,Xbox 360,T,Other,2010,91,77,0.75
Zone of the Enders,Simulation,PlayStation 2,M,Other,2001,78,72,0.75
Raving Rabbids: Travel in Time,Adventure,Wii,E,Ubisoft,2010,62,73,0.75
Borderlands: The Pre-Sequel,Misc,Xbox 360,M,Other,2014,74,63,0.75
Rock Band 4,Misc,Xbox One,T,Other,2015,79,65,0.75
Coded Arms,Shooter,PlayStation Portable,T,Other,2005,59,65,0.75
Style Savvy: Trendsetters,Simulation,Nintendo 3DS,E,Nintendo,2012,76,76,0.75
FIFA 19,Sports,Nintendo Switch,E,EA,2018,71,34,0.75
Need for Speed: Shift,Racing,PlayStation Portable,E,EA,2009,69,64,0.75
Tony Hawk's Underground 2,Sports,Xbox,T,ActivisionBlizzard,2004,83,79,0.75
Madden NFL 06,Sports,PlayStation Portable,E,EA,2005,75,79,0.75
Skylanders: Trap Team,Action,Wii U,E,ActivisionBlizzard,2014,86,73,0.75
Capcom vs. SNK 2: Mark of the Millennium 2001,Fighting,PlayStation 2,T,Other,2001,81,80,0.75
MVP 06 NCAA Baseball,Sports,PlayStation 2,E,EA,2006,76,86,0.75
Just Dance 2015,Misc,Wii U,E,Ubisoft,2014,75,67,0.75
Tom Clancy's Rainbow Six: Vegas,Shooter,PlayStation Portable,T,Ubisoft,2007,60,70,0.75
Final Fantasy Tactics A2: Grimoire of the Rift,RPG,Nintendo DS,E,SquareEnix,2008,80,89,0.75
The Lord of the Rings: Conquest,Action,PlayStation 3,T,EA,2009,54,71,0.75
Spectrobes,RPG,Nintendo DS,E,Other,2007,63,78,0.75
Turok,Shooter,Xbox 360,M,Other,2008,69,70,0.75
Jump Ultimate Stars,Fighting,Nintendo DS,,Nintendo,2006,,,0.74
Jampack Summer 2001,Misc,PlayStation 2,M,Sony,2001,,,0.74
Mortal Kombat: Unchained,Fighting,PlayStation Portable,M,Other,2006,70,85,0.74
Burnout,Racing,PlayStation 2,E,Other,2001,79,77,0.74
Deponia,Adventure,PC,,Other,2012,74,81,0.74
Ace Combat: Assault Horizon,Action,PlayStation 3,T,BandaiNamco,2011,77,68,0.74
The Godfather II,Adventure,PlayStation 3,M,EA,2009,67,71,0.74
Lords of the Fallen,RPG,PC,M,BandaiNamco,2014,73,69,0.74
Sniper Elite III,Shooter,PlayStation 4,M,Other,2014,67,69,0.74
Sega Superstars Tennis,Sports,Nintendo DS,E,Sega,2008,65,,0.74
Yu-Gi-Oh! Dungeon Dice Monsters,Misc,Game Boy Advance,E,Other,2003,67,80,0.74
Red Faction: Guerrilla,Shooter,PlayStation 3,M,THQ,2009,85,80,0.74
The Evil Within,Misc,PC,M,Other,2014,68,62,0.74
Midnight Club 3: DUB Edition,Racing,Xbox,E,RockstarGames,2005,84,74,0.74
Super Street Fighter IV: Arcade Edition,Fighting,PlayStation 3,T,Other,2011,80,72,0.74
X-Men Origins: Wolverine - Uncaged Edition,Action,PlayStation 3,M,ActivisionBlizzard,2009,73,79,0.74
Madagascar: Escape 2 Africa,Action,Nintendo DS,E,ActivisionBlizzard,2008,55,,0.74
The Lord of the Rings: The Two Towers,Action,Game Boy Advance,T,EA,2002,,,0.74
Tiger Woods PGA Tour 2001,Sports,PlayStation 2,E,EA,2001,74,,0.74
Need for Speed (2015),Racing,Xbox One,T,EA,2015,65,76,0.74
Unreal Championship,Shooter,Xbox,M,Other,2002,83,82,0.74
WarioWare: Twisted!,Puzzle,Game Boy Advance,E,Nintendo,2005,88,88,0.74
Tales of Vesperia,RPG,Xbox 360,T,BandaiNamco,2008,79,89,0.74
Resonance of Fate,RPG,PlayStation 3,T,Sega,2010,72,81,0.74
Sonic Forces,Action,Nintendo Switch,E,Sega,2017,57,70,0.74
